sample,elapsed_s,mem_total_mib,swpd_mib,free_mib,buff_mib,cache_mib,available_proxy_mib,used_including_cache_mib,used_including_cache_pct,used_without_buffer_cache_mib,used_without_buffer_cache_pct,swap_in_kib_s,swap_out_kib_s,context_switches_s,cpu_user_pct,cpu_system_pct,cpu_idle_pct,cpu_iowait_pct
59,58,24032.0,2.2734375,1354.8046875,392.6875,19933.7734375,21681.265625,22677.1953125,94.36249713923102,2350.734375,9.781684316744341,0.0,0.0,3060.0,4.0,4.0,92.0,0.0
60,59,24032.0,2.2734375,1360.19140625,392.6875,19933.796875,21686.67578125,22671.80859375,94.34008236413948,2345.32421875,9.759172015437748,0.0,0.0,1949.0,2.0,2.0,96.0,0.0
61,60,24032.0,2.2734375,1357.7578125,392.6875,19933.8203125,21684.265625,22674.2421875,94.35020883613515,2347.734375,9.769200961218376,0.0,0.0,2175.0,2.0,2.0,96.0,0.0
62,61,24032.0,2.2734375,1357.01953125,392.6875,19933.84765625,21683.5546875,22674.98046875,94.35328091190912,2348.4453125,9.772159256408122,0.0,0.0,1880.0,2.0,2.0,97.0,0.0
63,62,24032.0,2.2734375,1354.06640625,392.6875,19933.86328125,21680.6171875,22677.93359375,94.365569215005,2351.3828125,9.784382542027297,0.0,0.0,2054.0,2.0,2.0,96.0,0.0
64,63,24032.0,2.2734375,1359.953125,392.6875,19933.8984375,21686.5390625,22672.046875,94.34107388065912,2345.4609375,9.759740918358855,0.0,0.0,2820.0,3.0,4.0,93.0,0.0
65,64,24032.0,2.2734375,1358.234375,392.6875,19933.921875,21684.84375,22673.765625,94.34822580309587,2347.15625,9.766795314580559,0.0,0.0,2280.0,3.0,2.0,95.0,0.0
66,65,24032.0,2.2734375,1362.1015625,392.6875,19933.9453125,21688.734375,22669.8984375,94.33213397761318,2343.265625,9.750605962882823,0.0,0.0,2075.0,2.0,2.0,96.0,0.0
67,66,24032.0,2.2734375,1358.44140625,392.6875,19933.96484375,21685.09375,22673.55859375,94.34736432152962,2346.90625,9.765755034953395,0.0,0.0,1851.0,2.0,2.0,96.0,0.0
68,67,24032.0,2.2734375,1352.29296875,392.6875,19933.99609375,21678.9765625,22679.70703125,94.37294869861019,2353.0234375,9.791209377080559,0.0,0.0,1847.0,2.0,1.0,97.0,0.0
69,68,24032.0,2.2734375,1348.77734375,392.6875,19934.01953125,21675.484375,22683.22265625,94.38757763086718,2356.515625,9.805740783122504,0.0,0.0,2932.0,4.0,4.0,92.0,0.0
70,69,24032.0,2.2734375,1352.85546875,392.6875,19934.04296875,21679.5859375,22679.14453125,94.37060806944906,2352.4140625,9.788673695489347,0.0,0.0,1908.0,2.0,2.0,96.0,0.0
71,70,24032.0,2.2734375,1351.44921875,392.6875,19934.05859375,21678.1953125,22680.55078125,94.37645964235186,2353.8046875,9.794460250915446,0.0,0.0,2215.0,2.0,3.0,95.0,0.0
72,71,24032.0,2.2734375,1346.28125,392.6875,19934.08203125,21673.05078125,22685.71875,94.39796417276965,2358.94921875,9.815867255118176,0.0,0.0,1912.0,2.0,2.0,96.0,0.0
73,72,24032.0,2.2734375,1348.4375,392.6875,19934.1015625,21675.2265625,22683.5625,94.38899176098535,2356.7734375,9.806813571488016,0.0,0.0,1871.0,2.0,2.0,96.0,0.0
74,73,24032.0,2.2734375,1347.453125,392.6875,19934.12890625,21674.26953125,22684.546875,94.39308786201731,2357.73046875,9.810795891935753,0.0,0.0,1882.0,2.0,1.0,97.0,0.0
75,74,24032.0,2.2734375,1341.83203125,392.6875,19934.27734375,21668.796875,22690.16796875,94.41647789925932,2363.203125,9.833568263149134,0.0,0.0,3035.0,7.0,4.0,89.0,0.0
76,75,24032.0,2.2734375,1350.49609375,392.6875,19934.3046875,21677.48828125,22681.50390625,94.38042570843042,2354.51171875,9.797402291736018,0.0,0.0,1892.0,2.0,2.0,96.0,0.0
77,76,24032.0,2.2734375,1348.3125,392.6875,19934.33203125,21675.33203125,22683.6875,94.38951190079894,2356.66796875,9.806374703520307,0.0,0.0,2037.0,2.0,2.0,95.0,0.0
78,77,24032.0,2.2734375,1354.91796875,392.6875,19934.34765625,21681.953125,22677.08203125,94.36202576252496,2350.046875,9.77882354776964,0.0,0.0,4875.0,3.0,3.0,94.0,0.0
79,78,24032.0,2.2734375,1354.25,392.6875,19934.359375,21681.296875,22677.75,94.36480525965379,2350.703125,9.781554281790946,0.0,0.0,1968.0,3.0,2.0,95.0,0.0
80,79,24032.0,2.2734375,1353.1328125,392.6875,19934.390625,21680.2109375,22678.8671875,94.36945400923769,2351.7890625,9.786072996421439,0.0,0.0,2903.0,4.0,4.0,92.0,0.0
81,80,24032.0,2.2734375,1351.9453125,392.6875,19934.4296875,21679.0625,22680.0546875,94.37439533746671,2352.9375,9.790851780958722,0.0,0.0,4693.0,4.0,3.0,93.0,0.0
82,81,24032.0,2.2734375,1354.22265625,392.6875,19934.45703125,21681.3671875,22677.77734375,94.36491904023802,2350.6328125,9.781261703145807,0.0,0.0,1880.0,2.0,2.0,96.0,0.0
83,82,24032.0,2.2734375,1348.3828125,392.6875,19934.4765625,21675.546875,22683.6171875,94.38921932215379,2356.453125,9.805480713215713,0.0,0.0,4158.0,3.0,3.0,94.0,0.0
84,83,24032.0,2.2734375,1352.73046875,392.6875,19934.51171875,21679.9296875,22679.26953125,94.37112820926265,2352.0703125,9.787243311001998,0.0,0.0,2024.0,2.0,2.0,95.0,0.0
85,84,24032.0,2.2734375,1349.7265625,392.6875,19934.53515625,21676.94921875,22682.2734375,94.3836278191578,2355.05078125,9.799645394682091,0.0,0.0,2690.0,4.0,3.0,93.0,0.0
86,85,24032.0,2.2734375,1345.7890625,392.6875,19934.55859375,21673.03515625,22686.2109375,94.40001222328563,2358.96484375,9.815932272594875,0.0,0.0,1971.0,2.0,2.0,96.0,0.0
87,86,24032.0,2.2734375,1345.05078125,392.6875,19934.60546875,21672.34375,22686.94921875,94.40308429905959,2359.65625,9.818809295938747,0.0,0.0,2164.0,2.0,2.0,96.0,0.0
88,87,24032.0,2.2734375,1339.44140625,392.6875,19934.62109375,21666.75,22692.55859375,94.42642557319407,2365.25,9.842085552596538,0.0,0.0,6142.0,4.0,3.0,90.0,3.0
89,88,24032.0,2.2734375,1350.46875,392.6875,19934.6640625,21677.8203125,22681.53125,94.38053948901465,2354.1796875,9.79602067035619,0.0,0.0,1891.0,2.0,2.0,96.0,1.0
90,89,24032.0,2.2734375,1350.5859375,392.6875,19934.6796875,21677.953125,22681.4140625,94.38005185793942,2354.046875,9.795468021804261,0.0,0.0,2783.0,3.0,3.0,93.0,0.0
91,90,24032.0,2.2734375,1350.09375,392.6875,19934.71484375,21677.49609375,22681.90625,94.3820999084554,2354.50390625,9.79736978299767,0.0,0.0,2248.0,2.0,2.0,96.0,0.0
92,91,24032.0,2.2734375,1349.6015625,392.6875,19934.734375,21677.0234375,22682.3984375,94.38414795897138,2354.9765625,9.799336561667776,0.0,0.0,1910.0,2.0,1.0,97.0,0.0
93,92,24032.0,2.2734375,1355.73828125,392.6875,19934.75390625,21683.1796875,22676.26171875,94.35861234499833,2348.8203125,9.773719675848868,0.0,0.0,2040.0,3.0,2.0,96.0,0.0
94,93,24032.0,2.2734375,1358.9453125,392.6875,19934.78125,21686.4140625,22673.0546875,94.34526750790613,2345.5859375,9.760261058172437,0.0,0.0,1932.0,2.0,2.0,96.0,0.0
95,94,24032.0,2.2734375,1358.234375,392.6875,19934.8046875,21685.7265625,22673.765625,94.34822580309587,2346.2734375,9.763121827147137,0.0,0.0,2025.0,2.0,2.0,97.0,0.0
96,95,24032.0,2.2734375,1357.25390625,392.6875,19934.8359375,21684.77734375,22674.74609375,94.35230564975865,2347.22265625,9.767071638856525,0.0,0.0,2852.0,3.0,3.0,94.0,0.0
97,96,24032.0,2.2734375,1353.8359375,392.6875,19934.85546875,21681.37890625,22678.1640625,94.36652822278629,2350.62109375,9.781212940038282,0.0,0.0,2285.0,3.0,3.0,95.0,0.0
98,97,24032.0,2.2734375,1351.8671875,392.6875,19934.88671875,21679.44140625,22680.1328125,94.3747204248502,2352.55859375,9.789275107148802,0.0,0.0,1804.0,2.0,1.0,97.0,0.0
99,98,24032.0,2.2734375,1349.16015625,392.6875,19934.90625,21676.75390625,22682.83984375,94.38598470268809,2355.24609375,9.800458113140813,0.0,0.0,2122.0,3.0,2.0,95.0,0.0
100,99,24032.0,2.2734375,1347.68359375,392.6875,19934.9296875,21675.30078125,22684.31640625,94.39212885423602,2356.69921875,9.806504738473702,0.0,0.0,1898.0,2.0,2.0,96.0,0.0
101,100,24032.0,2.2734375,1344.23046875,392.6875,19934.95703125,21671.875,22687.76953125,94.40649771658622,2360.125,9.82075982023968,0.0,0.0,2933.0,4.0,3.0,93.0,0.0
102,101,24032.0,2.2734375,1349.1484375,392.6875,19934.9921875,21676.828125,22682.8515625,94.3860334657956,2355.171875,9.800149280126497,0.0,0.0,1901.0,2.0,2.0,96.0,0.0
103,102,24032.0,2.2734375,1348.4140625,392.6875,19935.0078125,21676.109375,22683.5859375,94.3890892872004,2355.890625,9.803140084054593,0.0,0.0,2202.0,2.0,2.0,96.0,0.0
104,103,24032.0,2.2734375,1358.984375,392.6875,19935.03125,21686.703125,22673.015625,94.34510496421437,2345.296875,9.75905823485353,0.0,0.0,2129.0,6.0,2.0,92.0,0.0
105,104,24032.0,2.2734375,1356.046875,392.6875,19935.04296875,21683.77734375,22675.953125,94.35732824983354,2348.22265625,9.77123275736518,0.0,0.0,1888.0,2.0,2.0,96.0,0.0
106,105,24032.0,2.2734375,1359.046875,392.6875,19935.07421875,21686.80859375,22672.953125,94.34484489430758,2345.19140625,9.758619366885819,0.0,0.0,2858.0,3.0,4.0,93.0,0.0
107,106,24032.0,2.2734375,1356.61328125,392.69140625,19935.09375,21684.3984375,22675.38671875,94.35497136630326,2347.6015625,9.768648312666445,0.0,0.0,2120.0,2.0,2.0,95.0,0.0
108,107,24032.0,2.2734375,1350.9921875,392.69140625,19935.125,21678.80859375,22681.0078125,94.37836140354527,2353.19140625,9.79190831495506,0.0,0.0,3768.0,2.0,2.0,95.0,0.0
109,108,24032.0,2.2734375,1349.29296875,392.69140625,19935.15234375,21677.13671875,22682.70703125,94.38543205413616,2354.86328125,9.798865184961718,0.0,0.0,3176.0,3.0,2.0,95.0,0.0
110,109,24032.0,2.2734375,1353.87109375,392.69140625,19935.1796875,21681.7421875,22678.12890625,94.36638193346371,2350.2578125,9.77970128370506,0.0,0.0,1952.0,1.0,1.0,97.0,0.0
111,110,24032.0,2.2734375,1343.07421875,392.69140625,19935.2109375,21670.9765625,22688.92578125,94.41130900986185,2361.0234375,9.8244983251498,0.0,0.0,5075.0,5.0,5.0,90.0,0.0
112,111,24032.0,2.2734375,1342.6796875,392.69140625,19935.2421875,21670.61328125,22689.3203125,94.41295070114847,2361.38671875,9.826009981483022,0.0,0.0,1953.0,2.0,2.0,96.0,0.0
113,112,24032.0,2.2734375,1339.015625,392.69140625,19935.27734375,21666.984375,22692.984375,94.42819729943409,2365.015625,9.841110290446071,0.0,0.0,4252.0,3.0,3.0,95.0,0.0
114,113,24032.0,2.2734375,1344.921875,392.69140625,19935.3046875,21672.91796875,22687.078125,94.40362069324235,2359.08203125,9.816419903670107,0.0,0.0,2001.0,2.0,2.0,96.0,0.0
115,114,24032.0,2.2734375,1343.69140625,392.69140625,19935.33984375,21671.72265625,22688.30859375,94.40874081953228,2360.27734375,9.821393740637484,0.0,0.0,2030.0,2.0,2.0,96.0,0.0
116,115,24032.0,2.2734375,1343.4453125,392.69140625,19935.37890625,21671.515625,22688.5546875,94.40976484479027,2360.484375,9.822255222203728,0.0,0.0,1960.0,2.0,2.0,96.0,0.0
117,116,24032.0,2.2734375,1352.3984375,392.69140625,19935.421875,21680.51171875,22679.6015625,94.37250983064249,2351.48828125,9.784821409995006,0.0,0.0,2688.0,4.0,4.0,93.0,0.0
118,117,24032.0,2.2734375,1357.66015625,392.69140625,19935.44921875,21685.80078125,22674.33984375,94.35061519536451,2346.19921875,9.762812994132823,0.0,0.0,3449.0,3.0,2.0,95.0,0.0
119,118,24032.0,2.2734375,1361.3359375,392.69140625,19935.5,21689.52734375,22670.6640625,94.33531983397138,2342.47265625,9.747306325940412,0.0,0.0,2673.0,3.0,3.0,94.0,0.0
120,119,24032.0,2.2734375,1369.09375,392.69140625,19935.51953125,21697.3046875,22662.90625,94.30303865679095,2334.6953125,9.714943876914115,0.0,0.0,1531.0,2.0,2.0,96.0,0.0
121,120,24032.0,2.2734375,1365.953125,392.69140625,19935.55078125,21694.1953125,22666.046875,94.31610716960719,2337.8046875,9.727882354776964,0.0,0.0,1422.0,2.0,2.0,96.0,0.0
122,121,24032.0,2.2734375,1359.07421875,392.69140625,19935.58203125,21687.34765625,22672.92578125,94.34473111372337,2344.65234375,9.756376263939746,0.0,0.0,2154.0,3.0,3.0,93.0,0.0
123,122,24032.0,2.2734375,1356.39453125,392.6953125,19935.62109375,21684.7109375,22675.60546875,94.35588161097704,2347.2890625,9.76734796313249,0.0,0.0,2210.0,3.0,2.0,95.0,0.0
124,123,24032.0,2.2734375,1360.37890625,392.6953125,19935.65234375,21688.7265625,22671.62109375,94.3393021544191,2343.2734375,9.750638471621171,0.0,0.0,1868.0,2.0,2.0,96.0,0.0
125,124,24032.0,2.2734375,1358.90625,392.6953125,19935.67578125,21687.27734375,22673.09375,94.34543005159787,2344.72265625,9.756668842584887,0.0,0.0,1917.0,2.0,2.0,97.0,0.0
126,125,24032.0,2.2734375,1356.96484375,392.6953125,19935.703125,21685.36328125,22675.03515625,94.35350847307757,2346.63671875,9.76463348348036,0.0,0.0,1993.0,2.0,2.0,97.0,0.0
127,126,24032.0,2.2734375,1352.79296875,392.6953125,19935.75390625,21681.2421875,22679.20703125,94.37086813935586,2350.7578125,9.781781842959388,0.0,0.0,4597.0,5.0,5.0,90.0,0.0
128,127,24032.0,2.2734375,1353.8046875,392.6953125,19935.79296875,21682.29296875,22678.1953125,94.36665825773967,2349.70703125,9.777409417651464,0.0,0.0,2059.0,2.0,2.0,95.0,0.0
129,128,24032.0,2.2734375,1351.1015625,392.6953125,19935.8125,21679.609375,22680.8984375,94.3779062812084,2352.390625,9.7885761692743,0.0,0.0,2343.0,2.0,2.0,96.0,0.0
130,129,24032.0,2.2734375,1350.36328125,392.6953125,19935.83984375,21678.8984375,22681.63671875,94.38097835698235,2353.1015625,9.791534464464048,0.0,0.0,1807.0,1.0,2.0,97.0,0.0
131,130,24032.0,2.2734375,1351.44140625,392.6953125,19935.8515625,21679.98828125,22680.55859375,94.3764921510902,2352.01171875,9.78699949546438,0.0,0.0,1978.0,2.0,1.0,97.0,0.0
132,131,24032.0,2.2734375,1345.4921875,392.6953125,19935.90234375,21674.08984375,22686.5078125,94.40124755534288,2357.91015625,9.811543592917776,0.0,0.0,3199.0,7.0,4.0,88.0,0.0
133,132,24032.0,2.2734375,1345.4921875,392.6953125,19935.91015625,21674.09765625,22686.5078125,94.40124755534288,2357.90234375,9.811511084179427,0.0,0.0,2139.0,3.0,2.0,95.0,0.0
134,133,24032.0,2.2734375,1349.546875,392.6953125,19935.9296875,21678.171875,22682.453125,94.38437552013981,2353.828125,9.794557777130493,0.0,0.0,1703.0,2.0,2.0,96.0,0.0
135,134,24032.0,2.2734375,1348.82421875,392.6953125,19935.95703125,21677.4765625,22683.17578125,94.38738257843708,2354.5234375,9.797451054843542,0.0,0.0,1828.0,2.0,2.0,97.0,0.0
