request_frame,response_frame,client_ip,server_ip,transaction_id,unit_id,function_code,function_base,function_name,reference_num,quantity,register_signature,request_time_epoch,response_time_epoch,rtt_ms,status,is_exception,exception_code,request_bytes,response_bytes
14678,14684,PRIVATE_IP_001,PRIVATE_IP_017,237,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_017,1781647295.534966,1781647295.539382,4.415988922119141,matched,False,,12,209
14679,14680,PRIVATE_IP_001,PRIVATE_IP_025,237,1,4,4,Read Input Registers,0.0,30.0,fc4:unit1:reg0:qty30:serverPRIVATE_IP_025,1781647295.5350547,1781647295.5371234,2.068758010864258,matched,False,,12,69
14686,14687,PRIVATE_IP_001,PRIVATE_IP_020,237,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_020,1781647295.5395534,1781647295.5440106,4.457235336303711,matched,False,,12,209
14723,14732,PRIVATE_IP_001,PRIVATE_IP_021,36,1,3,3,Read Holding Registers,94.0,75.0,fc3:unit1:reg94:qty75:serverPRIVATE_IP_021,1781647295.6003103,1781647295.612232,11.92164421081543,matched,False,,12,159
14734,14735,PRIVATE_IP_001,PRIVATE_IP_021,125,1,3,3,Read Holding Registers,0.0,86.0,fc3:unit1:reg0:qty86:serverPRIVATE_IP_021,1781647295.6132424,1781647295.6211894,7.946968078613281,matched,False,,12,181
14737,14738,PRIVATE_IP_001,PRIVATE_IP_021,126,1,3,3,Read Holding Registers,94.0,86.0,fc3:unit1:reg94:qty86:serverPRIVATE_IP_021,1781647295.6237514,1781647295.6312025,7.451057434082031,matched,False,,12,181
14740,14741,PRIVATE_IP_001,PRIVATE_IP_015,97,1,3,3,Read Holding Registers,300.0,22.0,fc3:unit1:reg300:qty22:serverPRIVATE_IP_015,1781647296.1892185,1781647296.1945703,5.351781845092773,matched,False,,12,53
14743,14744,PRIVATE_IP_001,PRIVATE_IP_015,98,1,3,3,Read Holding Registers,1.0,124.0,fc3:unit1:reg1:qty124:serverPRIVATE_IP_015,1781647296.1967669,1781647296.2039514,7.184505462646484,matched,False,,12,257
14745,14746,PRIVATE_IP_001,PRIVATE_IP_015,99,1,3,3,Read Holding Registers,125.0,88.0,fc3:unit1:reg125:qty88:serverPRIVATE_IP_015,1781647296.212469,1781647296.2168288,4.359722137451172,matched,False,,12,185
14747,14748,PRIVATE_IP_001,PRIVATE_IP_015,100,1,3,3,Read Holding Registers,101.0,33.0,fc3:unit1:reg101:qty33:serverPRIVATE_IP_015,1781647296.2196205,1781647296.2245903,4.96983528137207,matched,False,,12,75
14750,14751,PRIVATE_IP_001,PRIVATE_IP_019,238,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_019,1781647296.516765,1781647296.5213208,4.555702209472656,matched,False,,12,209
14753,14756,PRIVATE_IP_001,PRIVATE_IP_018,243,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_018,1781647296.531804,1781647296.5362759,4.471778869628906,matched,False,,12,209
14754,14761,PRIVATE_IP_001,PRIVATE_IP_017,238,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_017,1781647296.533481,1781647296.5382562,4.775285720825195,matched,False,,12,209
14755,14758,PRIVATE_IP_001,PRIVATE_IP_025,238,1,4,4,Read Input Registers,0.0,30.0,fc4:unit1:reg0:qty30:serverPRIVATE_IP_025,1781647296.534634,1781647296.536451,1.8169879913330078,matched,False,,12,69
14760,14763,PRIVATE_IP_001,PRIVATE_IP_020,238,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_020,1781647296.537103,1781647296.541975,4.87208366394043,matched,False,,12,209
14796,14826,PRIVATE_IP_001,PRIVATE_IP_012,4,1,3,3,Read Holding Registers,0.0,22.0,fc3:unit1:reg0:qty22:serverPRIVATE_IP_012,1781647296.5939791,1781647296.6085,14.520883560180664,matched,False,,12,53
14797,14835,PRIVATE_IP_001,PRIVATE_IP_009,4,1,3,3,Read Holding Registers,0.0,22.0,fc3:unit1:reg0:qty22:serverPRIVATE_IP_009,1781647296.594048,1781647296.6129463,18.89824867248535,matched,False,,12,53
14808,14842,PRIVATE_IP_001,PRIVATE_IP_014,4,1,3,3,Read Holding Registers,0.0,22.0,fc3:unit1:reg0:qty22:serverPRIVATE_IP_014,1781647296.5972207,1781647296.6155632,18.34249496459961,matched,False,,12,53
14809,14840,PRIVATE_IP_001,PRIVATE_IP_013,4,1,3,3,Read Holding Registers,0.0,22.0,fc3:unit1:reg0:qty22:serverPRIVATE_IP_013,1781647296.5972607,1781647296.6152518,17.991065979003906,matched,False,,12,53
14815,14828,PRIVATE_IP_001,PRIVATE_IP_019,4,1,3,3,Read Holding Registers,0.0,76.0,fc3:unit1:reg0:qty76:serverPRIVATE_IP_019,1781647296.6038015,1781647296.6090732,5.271673202514648,matched,False,,12,161
14816,14823,PRIVATE_IP_001,PRIVATE_IP_018,244,1,3,3,Read Holding Registers,53.0,1.0,fc3:unit1:reg53:qty1:serverPRIVATE_IP_018,1781647296.6038594,1781647296.6075273,3.6678314208984375,matched,False,,12,11
14817,14832,PRIVATE_IP_001,PRIVATE_IP_017,244,1,3,3,Read Holding Registers,24.0,1.0,fc3:unit1:reg24:qty1:serverPRIVATE_IP_017,1781647296.6038961,1781647296.6098518,5.955696105957031,matched,False,,12,11
14818,14847,PRIVATE_IP_001,PRIVATE_IP_016,244,1,3,3,Read Holding Registers,1.0,1.0,fc3:unit1:reg1:qty1:serverPRIVATE_IP_016,1781647296.603932,1781647296.6217008,17.76885986328125,matched,True,2.0,12,9
14819,14830,PRIVATE_IP_001,PRIVATE_IP_015,231,1,3,3,Read Holding Registers,1.0,1.0,fc3:unit1:reg1:qty1:serverPRIVATE_IP_015,1781647296.6039586,1781647296.6092439,5.2852630615234375,matched,False,,12,11
14820,14837,PRIVATE_IP_001,PRIVATE_IP_021,37,1,3,3,Read Holding Registers,0.0,75.0,fc3:unit1:reg0:qty75:serverPRIVATE_IP_021,1781647296.6039932,1781647296.6130981,9.10496711730957,matched,False,,12,159
14834,14845,PRIVATE_IP_001,PRIVATE_IP_015,232,1,3,3,Read Holding Registers,215.0,1.0,fc3:unit1:reg215:qty1:serverPRIVATE_IP_015,1781647296.6127543,1781647296.6203976,7.643222808837891,matched,False,,12,11
14839,14850,PRIVATE_IP_001,PRIVATE_IP_021,127,1,3,3,Read Holding Registers,0.0,86.0,fc3:unit1:reg0:qty86:serverPRIVATE_IP_021,1781647296.613308,1781647296.6250808,11.772871017456055,matched,False,,12,181
14843,14846,PRIVATE_IP_001,PRIVATE_IP_021,38,1,3,3,Read Holding Registers,3.0,1.0,fc3:unit1:reg3:qty1:serverPRIVATE_IP_021,1781647296.6155825,1781647296.6207185,5.136013031005859,matched,False,,12,11
14849,14853,PRIVATE_IP_001,PRIVATE_IP_021,39,1,3,3,Read Holding Registers,97.0,1.0,fc3:unit1:reg97:qty1:serverPRIVATE_IP_021,1781647296.6223786,1781647296.6281426,5.764007568359375,matched,False,,12,11
14852,14854,PRIVATE_IP_001,PRIVATE_IP_021,128,1,3,3,Read Holding Registers,94.0,86.0,fc3:unit1:reg94:qty86:serverPRIVATE_IP_021,1781647296.6271408,1781647296.6322162,5.0754547119140625,matched,False,,12,181
14859,14860,PRIVATE_IP_001,PRIVATE_IP_015,101,1,3,3,Read Holding Registers,300.0,22.0,fc3:unit1:reg300:qty22:serverPRIVATE_IP_015,1781647297.1902363,1781647297.1935794,3.3431053161621094,matched,False,,12,53
14862,14863,PRIVATE_IP_001,PRIVATE_IP_015,102,1,3,3,Read Holding Registers,1.0,124.0,fc3:unit1:reg1:qty124:serverPRIVATE_IP_015,1781647297.1958005,1781647297.2018173,6.016731262207031,matched,False,,12,257
14864,14865,PRIVATE_IP_001,PRIVATE_IP_015,103,1,3,3,Read Holding Registers,125.0,88.0,fc3:unit1:reg125:qty88:serverPRIVATE_IP_015,1781647297.2128696,1781647297.2176561,4.786491394042969,matched,False,,12,185
14866,14867,PRIVATE_IP_001,PRIVATE_IP_015,104,1,3,3,Read Holding Registers,101.0,33.0,fc3:unit1:reg101:qty33:serverPRIVATE_IP_015,1781647297.2207015,1781647297.2257645,5.063056945800781,matched,False,,12,75
14869,14870,PRIVATE_IP_001,PRIVATE_IP_019,239,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_019,1781647297.516677,1781647297.5213718,4.694938659667969,matched,False,,12,209
14872,14875,PRIVATE_IP_001,PRIVATE_IP_018,244,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_018,1781647297.532554,1781647297.5371752,4.621267318725586,matched,False,,12,209
14873,14880,PRIVATE_IP_001,PRIVATE_IP_017,239,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_017,1781647297.5346894,1781647297.5414226,6.733179092407227,matched,False,,12,209
14874,14877,PRIVATE_IP_001,PRIVATE_IP_025,239,1,4,4,Read Input Registers,0.0,30.0,fc4:unit1:reg0:qty30:serverPRIVATE_IP_025,1781647297.5366354,1781647297.5386364,2.001047134399414,matched,False,,12,69
14879,14882,PRIVATE_IP_001,PRIVATE_IP_020,239,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_020,1781647297.539805,1781647297.543975,4.17017936706543,matched,False,,12,209
14913,14927,PRIVATE_IP_001,PRIVATE_IP_021,40,1,3,3,Read Holding Registers,94.0,75.0,fc3:unit1:reg94:qty75:serverPRIVATE_IP_021,1781647297.6029766,1781647297.6109948,8.018255233764648,matched,False,,12,159
14929,14930,PRIVATE_IP_001,PRIVATE_IP_021,129,1,3,3,Read Holding Registers,0.0,86.0,fc3:unit1:reg0:qty86:serverPRIVATE_IP_021,1781647297.6132147,1781647297.6212401,8.025407791137695,matched,False,,12,181
14932,14933,PRIVATE_IP_001,PRIVATE_IP_021,130,1,3,3,Read Holding Registers,94.0,86.0,fc3:unit1:reg94:qty86:serverPRIVATE_IP_021,1781647297.6254296,1781647297.6340377,8.608102798461914,matched,False,,12,181
14936,14937,PRIVATE_IP_001,PRIVATE_IP_015,105,1,3,3,Read Holding Registers,300.0,22.0,fc3:unit1:reg300:qty22:serverPRIVATE_IP_015,1781647298.1932533,1781647298.1985438,5.290508270263672,matched,False,,12,53
14939,14940,PRIVATE_IP_001,PRIVATE_IP_015,106,1,3,3,Read Holding Registers,1.0,124.0,fc3:unit1:reg1:qty124:serverPRIVATE_IP_015,1781647298.2039142,1781647298.2098565,5.942344665527344,matched,False,,12,257
14941,14942,PRIVATE_IP_001,PRIVATE_IP_015,107,1,3,3,Read Holding Registers,125.0,88.0,fc3:unit1:reg125:qty88:serverPRIVATE_IP_015,1781647298.2136493,1781647298.2211313,7.482051849365234,matched,False,,12,185
14943,14944,PRIVATE_IP_001,PRIVATE_IP_015,108,1,3,3,Read Holding Registers,101.0,33.0,fc3:unit1:reg101:qty33:serverPRIVATE_IP_015,1781647298.2267091,1781647298.23259,5.880832672119141,matched,False,,12,75
14946,14947,PRIVATE_IP_001,PRIVATE_IP_019,240,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_019,1781647298.5175962,1781647298.522441,4.84466552734375,matched,False,,12,209
14949,14951,PRIVATE_IP_001,PRIVATE_IP_018,245,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_018,1781647298.5332053,1781647298.5371184,3.9131641387939453,matched,False,,12,209
14950,14957,PRIVATE_IP_001,PRIVATE_IP_017,240,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_017,1781647298.534539,1781647298.540491,5.952119827270508,matched,False,,12,209
14953,14955,PRIVATE_IP_001,PRIVATE_IP_025,240,1,4,4,Read Input Registers,0.0,30.0,fc4:unit1:reg0:qty30:serverPRIVATE_IP_025,1781647298.5384881,1781647298.5403688,1.880645751953125,matched,False,,12,69
14954,14959,PRIVATE_IP_001,PRIVATE_IP_020,240,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_020,1781647298.539887,1781647298.544039,4.152059555053711,matched,False,,12,209
14999,15034,PRIVATE_IP_001,PRIVATE_IP_012,5,1,3,3,Read Holding Registers,0.0,22.0,fc3:unit1:reg0:qty22:serverPRIVATE_IP_012,1781647298.601612,1781647298.6236978,22.08566665649414,matched,False,,12,53
15000,15025,PRIVATE_IP_001,PRIVATE_IP_009,5,1,3,3,Read Holding Registers,0.0,22.0,fc3:unit1:reg0:qty22:serverPRIVATE_IP_009,1781647298.6016927,1781647298.6160862,14.39356803894043,matched,False,,12,53
15005,15038,PRIVATE_IP_001,PRIVATE_IP_014,5,1,3,3,Read Holding Registers,0.0,22.0,fc3:unit1:reg0:qty22:serverPRIVATE_IP_014,1781647298.6053634,1781647298.6265726,21.209239959716797,matched,False,,12,53
15006,15040,PRIVATE_IP_001,PRIVATE_IP_013,5,1,3,3,Read Holding Registers,0.0,22.0,fc3:unit1:reg0:qty22:serverPRIVATE_IP_013,1781647298.605429,1781647298.6281147,22.685766220092773,matched,False,,12,53
15011,15028,PRIVATE_IP_001,PRIVATE_IP_019,5,1,3,3,Read Holding Registers,0.0,76.0,fc3:unit1:reg0:qty76:serverPRIVATE_IP_019,1781647298.6101346,1781647298.6173975,7.262945175170898,matched,False,,12,161
15012,15017,PRIVATE_IP_001,PRIVATE_IP_018,245,1,3,3,Read Holding Registers,53.0,1.0,fc3:unit1:reg53:qty1:serverPRIVATE_IP_018,1781647298.6102018,1781647298.6138053,3.6034584045410156,matched,False,,12,11
15013,15019,PRIVATE_IP_001,PRIVATE_IP_017,245,1,3,3,Read Holding Registers,24.0,1.0,fc3:unit1:reg24:qty1:serverPRIVATE_IP_017,1781647298.6102514,1781647298.6140091,3.7577152252197266,matched,False,,12,11
15014,15036,PRIVATE_IP_001,PRIVATE_IP_016,245,1,3,3,Read Holding Registers,1.0,1.0,fc3:unit1:reg1:qty1:serverPRIVATE_IP_016,1781647298.610289,1781647298.6257384,15.449285507202148,matched,True,2.0,12,9
15015,15023,PRIVATE_IP_001,PRIVATE_IP_015,233,1,3,3,Read Holding Registers,1.0,1.0,fc3:unit1:reg1:qty1:serverPRIVATE_IP_015,1781647298.6103275,1781647298.6145048,4.177331924438477,matched,False,,12,11
15016,15030,PRIVATE_IP_001,PRIVATE_IP_021,41,1,3,3,Read Holding Registers,0.0,75.0,fc3:unit1:reg0:qty75:serverPRIVATE_IP_021,1781647298.6103668,1781647298.6175423,7.175445556640625,matched,False,,12,159
15021,15042,PRIVATE_IP_001,PRIVATE_IP_021,131,1,3,3,Read Holding Registers,0.0,86.0,fc3:unit1:reg0:qty86:serverPRIVATE_IP_021,1781647298.6142368,1781647298.6294081,15.171289443969727,matched,False,,12,181
15027,15033,PRIVATE_IP_001,PRIVATE_IP_015,234,1,3,3,Read Holding Registers,215.0,1.0,fc3:unit1:reg215:qty1:serverPRIVATE_IP_015,1781647298.61646,1781647298.6217577,5.297660827636719,matched,False,,12,11
15032,15044,PRIVATE_IP_001,PRIVATE_IP_021,42,1,3,3,Read Holding Registers,3.0,1.0,fc3:unit1:reg3:qty1:serverPRIVATE_IP_021,1781647298.6192825,1781647298.6326478,13.36526870727539,matched,False,,12,11
15045,15047,PRIVATE_IP_001,PRIVATE_IP_021,132,1,3,3,Read Holding Registers,94.0,86.0,fc3:unit1:reg94:qty86:serverPRIVATE_IP_021,1781647298.6331835,1781647298.6390073,5.823850631713867,matched,False,,12,181
15046,15048,PRIVATE_IP_001,PRIVATE_IP_021,43,1,3,3,Read Holding Registers,97.0,1.0,fc3:unit1:reg97:qty1:serverPRIVATE_IP_021,1781647298.6365244,1781647298.6427171,6.192684173583984,matched,False,,12,11
15054,15055,PRIVATE_IP_001,PRIVATE_IP_015,109,1,3,3,Read Holding Registers,300.0,22.0,fc3:unit1:reg300:qty22:serverPRIVATE_IP_015,1781647299.191686,1781647299.1966305,4.944562911987305,matched,False,,12,53
15057,15058,PRIVATE_IP_001,PRIVATE_IP_015,110,1,3,3,Read Holding Registers,1.0,124.0,fc3:unit1:reg1:qty124:serverPRIVATE_IP_015,1781647299.2027788,1781647299.2099476,7.168769836425781,matched,False,,12,257
15059,15060,PRIVATE_IP_001,PRIVATE_IP_015,111,1,3,3,Read Holding Registers,125.0,88.0,fc3:unit1:reg125:qty88:serverPRIVATE_IP_015,1781647299.2134457,1781647299.2197423,6.296634674072266,matched,False,,12,185
15061,15062,PRIVATE_IP_001,PRIVATE_IP_015,112,1,3,3,Read Holding Registers,101.0,33.0,fc3:unit1:reg101:qty33:serverPRIVATE_IP_015,1781647299.2225237,1781647299.2266836,4.1599273681640625,matched,False,,12,75
15064,15065,PRIVATE_IP_001,PRIVATE_IP_019,241,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_019,1781647299.5181744,1781647299.5232356,5.061149597167969,matched,False,,12,209
15067,15069,PRIVATE_IP_001,PRIVATE_IP_018,246,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_018,1781647299.5327835,1781647299.5361986,3.4151077270507812,matched,False,,12,209
15068,15071,PRIVATE_IP_001,PRIVATE_IP_017,241,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_017,1781647299.533945,1781647299.5371714,3.2262802124023438,matched,False,,12,209
15073,15075,PRIVATE_IP_001,PRIVATE_IP_025,241,1,4,4,Read Input Registers,0.0,30.0,fc4:unit1:reg0:qty30:serverPRIVATE_IP_025,1781647299.5451539,1781647299.5473008,2.1469593048095703,matched,False,,12,69
15074,15077,PRIVATE_IP_001,PRIVATE_IP_020,241,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_020,1781647299.545219,1781647299.5491738,3.9548873901367188,matched,False,,12,209
15108,15122,PRIVATE_IP_001,PRIVATE_IP_021,44,1,3,3,Read Holding Registers,94.0,75.0,fc3:unit1:reg94:qty75:serverPRIVATE_IP_021,1781647299.5961194,1781647299.6031868,7.067441940307617,matched,False,,12,159
15124,15125,PRIVATE_IP_001,PRIVATE_IP_021,133,1,3,3,Read Holding Registers,0.0,86.0,fc3:unit1:reg0:qty86:serverPRIVATE_IP_021,1781647299.6190546,1781647299.625116,6.061553955078125,matched,False,,12,181
15127,15128,PRIVATE_IP_001,PRIVATE_IP_021,134,1,3,3,Read Holding Registers,94.0,86.0,fc3:unit1:reg94:qty86:serverPRIVATE_IP_021,1781647299.6273322,1781647299.6332061,5.873918533325195,matched,False,,12,181
15132,15133,PRIVATE_IP_001,PRIVATE_IP_015,113,1,3,3,Read Holding Registers,300.0,22.0,fc3:unit1:reg300:qty22:serverPRIVATE_IP_015,1781647300.1924736,1781647300.1992078,6.734132766723633,matched,False,,12,53
15135,15136,PRIVATE_IP_001,PRIVATE_IP_015,114,1,3,3,Read Holding Registers,1.0,124.0,fc3:unit1:reg1:qty124:serverPRIVATE_IP_015,1781647300.2015114,1781647300.2078311,6.319761276245117,matched,False,,12,257
15137,15138,PRIVATE_IP_001,PRIVATE_IP_015,115,1,3,3,Read Holding Registers,125.0,88.0,fc3:unit1:reg125:qty88:serverPRIVATE_IP_015,1781647300.2190425,1781647300.224761,5.718469619750977,matched,False,,12,185
15139,15140,PRIVATE_IP_001,PRIVATE_IP_015,116,1,3,3,Read Holding Registers,101.0,33.0,fc3:unit1:reg101:qty33:serverPRIVATE_IP_015,1781647300.2277057,1781647300.2334423,5.736589431762695,matched,False,,12,75
15142,15143,PRIVATE_IP_001,PRIVATE_IP_019,242,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_019,1781647300.5202816,1781647300.5262947,6.013154983520508,matched,False,,12,209
15145,15151,PRIVATE_IP_001,PRIVATE_IP_018,247,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_018,1781647300.5376883,1781647300.5432146,5.526304244995117,matched,False,,12,209
15146,15153,PRIVATE_IP_001,PRIVATE_IP_017,242,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_017,1781647300.5377433,1781647300.5433772,5.633831024169922,matched,False,,12,209
15147,15149,PRIVATE_IP_001,PRIVATE_IP_025,242,1,4,4,Read Input Registers,0.0,30.0,fc4:unit1:reg0:qty30:serverPRIVATE_IP_025,1781647300.5393977,1781647300.5413556,1.9578933715820312,matched,False,,12,69
15148,15155,PRIVATE_IP_001,PRIVATE_IP_020,242,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_020,1781647300.5394583,1781647300.5438707,4.412412643432617,matched,False,,12,209
15193,15229,PRIVATE_IP_001,PRIVATE_IP_012,6,1,3,3,Read Holding Registers,0.0,22.0,fc3:unit1:reg0:qty22:serverPRIVATE_IP_012,1781647300.5963218,1781647300.6212876,24.965763092041016,matched,False,,12,53
15195,15215,PRIVATE_IP_001,PRIVATE_IP_009,6,1,3,3,Read Holding Registers,0.0,22.0,fc3:unit1:reg0:qty22:serverPRIVATE_IP_009,1781647300.597854,1781647300.6135304,15.676498413085938,matched,False,,12,53
15204,15231,PRIVATE_IP_001,PRIVATE_IP_014,6,1,3,3,Read Holding Registers,0.0,22.0,fc3:unit1:reg0:qty22:serverPRIVATE_IP_014,1781647300.6050735,1781647300.6220703,16.99686050415039,matched,False,,12,53
15205,15233,PRIVATE_IP_001,PRIVATE_IP_013,6,1,3,3,Read Holding Registers,0.0,22.0,fc3:unit1:reg0:qty22:serverPRIVATE_IP_013,1781647300.6051612,1781647300.6229234,17.762184143066406,matched,False,,12,53
15209,15222,PRIVATE_IP_001,PRIVATE_IP_019,6,1,3,3,Read Holding Registers,0.0,76.0,fc3:unit1:reg0:qty76:serverPRIVATE_IP_019,1781647300.6130376,1781647300.6180716,5.033969879150391,matched,False,,12,161
15210,15217,PRIVATE_IP_001,PRIVATE_IP_018,246,1,3,3,Read Holding Registers,53.0,1.0,fc3:unit1:reg53:qty1:serverPRIVATE_IP_018,1781647300.6131208,1781647300.6175394,4.418611526489258,matched,False,,12,11
15211,15219,PRIVATE_IP_001,PRIVATE_IP_017,246,1,3,3,Read Holding Registers,24.0,1.0,fc3:unit1:reg24:qty1:serverPRIVATE_IP_017,1781647300.6131718,1781647300.6178262,4.654407501220703,matched,False,,12,11
15212,15239,PRIVATE_IP_001,PRIVATE_IP_016,246,1,3,3,Read Holding Registers,1.0,1.0,fc3:unit1:reg1:qty1:serverPRIVATE_IP_016,1781647300.6132088,1781647300.628431,15.222311019897461,matched,True,2.0,12,9
15213,15227,PRIVATE_IP_001,PRIVATE_IP_015,235,1,3,3,Read Holding Registers,1.0,1.0,fc3:unit1:reg1:qty1:serverPRIVATE_IP_015,1781647300.6132474,1781647300.6206164,7.369041442871094,matched,False,,12,11
15214,15225,PRIVATE_IP_001,PRIVATE_IP_021,45,1,3,3,Read Holding Registers,0.0,75.0,fc3:unit1:reg0:qty75:serverPRIVATE_IP_021,1781647300.6133034,1781647300.6201634,6.860017776489258,matched,False,,12,159
15224,15237,PRIVATE_IP_001,PRIVATE_IP_021,135,1,3,3,Read Holding Registers,0.0,86.0,fc3:unit1:reg0:qty86:serverPRIVATE_IP_021,1781647300.6190295,1781647300.6270225,7.992982864379883,matched,False,,12,181
15235,15242,PRIVATE_IP_001,PRIVATE_IP_021,46,1,3,3,Read Holding Registers,3.0,1.0,fc3:unit1:reg3:qty1:serverPRIVATE_IP_021,1781647300.623551,1781647300.6307392,7.188320159912109,matched,False,,12,11
15236,15241,PRIVATE_IP_001,PRIVATE_IP_015,236,1,3,3,Read Holding Registers,215.0,1.0,fc3:unit1:reg215:qty1:serverPRIVATE_IP_015,1781647300.6245716,1781647300.6292653,4.693746566772461,matched,False,,12,11
15243,15245,PRIVATE_IP_001,PRIVATE_IP_021,136,1,3,3,Read Holding Registers,94.0,86.0,fc3:unit1:reg94:qty86:serverPRIVATE_IP_021,1781647300.6308532,1781647300.6362128,5.359649658203125,matched,False,,12,181
15244,15246,PRIVATE_IP_001,PRIVATE_IP_021,47,1,3,3,Read Holding Registers,97.0,1.0,fc3:unit1:reg97:qty1:serverPRIVATE_IP_021,1781647300.6331444,1781647300.6419373,8.792877197265625,matched,False,,12,11
15251,15252,PRIVATE_IP_001,PRIVATE_IP_015,117,1,3,3,Read Holding Registers,300.0,22.0,fc3:unit1:reg300:qty22:serverPRIVATE_IP_015,1781647301.1948545,1781647301.2016308,6.776332855224609,matched,False,,12,53
15254,15255,PRIVATE_IP_001,PRIVATE_IP_015,118,1,3,3,Read Holding Registers,1.0,124.0,fc3:unit1:reg1:qty124:serverPRIVATE_IP_015,1781647301.2049398,1781647301.2098265,4.886627197265625,matched,False,,12,257
15256,15257,PRIVATE_IP_001,PRIVATE_IP_015,119,1,3,3,Read Holding Registers,125.0,88.0,fc3:unit1:reg125:qty88:serverPRIVATE_IP_015,1781647301.2149153,1781647301.2198439,4.9285888671875,matched,False,,12,185
15258,15259,PRIVATE_IP_001,PRIVATE_IP_015,120,1,3,3,Read Holding Registers,101.0,33.0,fc3:unit1:reg101:qty33:serverPRIVATE_IP_015,1781647301.2229135,1781647301.2296972,6.783723831176758,matched,False,,12,75
15261,15262,PRIVATE_IP_001,PRIVATE_IP_019,243,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_019,1781647301.519319,1781647301.5242376,4.918575286865234,matched,False,,12,209
15264,15268,PRIVATE_IP_001,PRIVATE_IP_018,248,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_018,1781647301.5374997,1781647301.5420954,4.595756530761719,matched,False,,12,209
15265,15272,PRIVATE_IP_001,PRIVATE_IP_017,243,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_017,1781647301.5375614,1781647301.542313,4.751682281494141,matched,False,,12,209
15266,15270,PRIVATE_IP_001,PRIVATE_IP_025,243,1,4,4,Read Input Registers,0.0,30.0,fc4:unit1:reg0:qty30:serverPRIVATE_IP_025,1781647301.5400326,1781647301.542238,2.205371856689453,matched,False,,12,69
15267,15274,PRIVATE_IP_001,PRIVATE_IP_020,243,1,3,3,Read Holding Registers,0.0,100.0,fc3:unit1:reg0:qty100:serverPRIVATE_IP_020,1781647301.5400975,1781647301.5448825,4.785060882568359,matched,False,,12,209
15314,15319,PRIVATE_IP_001,PRIVATE_IP_021,48,1,3,3,Read Holding Registers,94.0,75.0,fc3:unit1:reg94:qty75:serverPRIVATE_IP_021,1781647301.5981052,1781647301.605041,6.935834884643555,matched,False,,12,159
15321,15322,PRIVATE_IP_001,PRIVATE_IP_021,137,1,3,3,Read Holding Registers,0.0,86.0,fc3:unit1:reg0:qty86:serverPRIVATE_IP_021,1781647301.617327,1781647301.6231031,5.776166915893555,matched,False,,12,181
15324,15325,PRIVATE_IP_001,PRIVATE_IP_021,138,1,3,3,Read Holding Registers,94.0,86.0,fc3:unit1:reg94:qty86:serverPRIVATE_IP_021,1781647301.6253674,1781647301.6381576,12.790203094482422,matched,False,,12,181
15328,15329,PRIVATE_IP_001,PRIVATE_IP_015,121,1,3,3,Read Holding Registers,300.0,22.0,fc3:unit1:reg300:qty22:serverPRIVATE_IP_015,1781647302.1948175,1781647302.199594,4.776477813720703,matched,False,,12,53
