frame_index,time_epoch,src_ip,dst_ip,src_port,dst_port,direction,payload_bytes,syn,fin,rst,ack,probable_retransmission
234,1781647147.5169961,PRIVATE_IP_001,PRIVATE_IP_015,57340,502,query,0,0,1,0,1,0
235,1781647147.5181303,PRIVATE_IP_018,PRIVATE_IP_001,502,48340,response,0,0,0,0,1,0
236,1781647147.5193663,PRIVATE_IP_017,PRIVATE_IP_001,502,42742,response,0,0,0,0,1,0
237,1781647147.5194347,PRIVATE_IP_021,PRIVATE_IP_001,502,38018,response,0,0,0,0,1,0
238,1781647147.5195353,PRIVATE_IP_020,PRIVATE_IP_001,502,41786,response,0,0,0,0,1,0
239,1781647147.5208693,PRIVATE_IP_018,PRIVATE_IP_001,502,48340,response,0,0,1,0,1,0
240,1781647147.5209255,PRIVATE_IP_001,PRIVATE_IP_018,48340,502,query,0,0,0,0,1,0
241,1781647147.5214715,PRIVATE_IP_015,PRIVATE_IP_001,502,57334,response,0,0,0,0,1,0
242,1781647147.5217032,PRIVATE_IP_017,PRIVATE_IP_001,502,42742,response,0,0,1,0,1,0
243,1781647147.5217443,PRIVATE_IP_001,PRIVATE_IP_017,42742,502,query,0,0,0,0,1,0
244,1781647147.5218074,PRIVATE_IP_020,PRIVATE_IP_001,502,41786,response,0,0,1,0,1,0
245,1781647147.521842,PRIVATE_IP_001,PRIVATE_IP_020,41786,502,query,0,0,0,0,1,0
246,1781647147.5230985,PRIVATE_IP_001,PRIVATE_IP_021,43602,502,query,12,0,0,0,1,0
247,1781647147.5244186,PRIVATE_IP_015,PRIVATE_IP_001,502,57340,response,0,0,0,0,1,0
248,1781647147.5270526,PRIVATE_IP_021,PRIVATE_IP_001,502,38018,response,0,0,1,0,1,0
249,1781647147.5271041,PRIVATE_IP_001,PRIVATE_IP_021,38018,502,query,0,0,0,0,1,0
250,1781647147.529879,PRIVATE_IP_021,PRIVATE_IP_001,502,43602,response,159,0,0,0,1,0
251,1781647147.5299666,PRIVATE_IP_001,PRIVATE_IP_021,43602,502,query,0,0,0,0,1,0
252,1781647147.5300438,PRIVATE_IP_015,PRIVATE_IP_001,502,57334,response,0,0,1,0,1,0
253,1781647147.530087,PRIVATE_IP_001,PRIVATE_IP_015,57334,502,query,0,0,0,0,1,0
