Linux 6.8.0-55-generic (ubuntu) 	16/06/26 	_x86_64_	(8 CPU)

17:22:49     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:23:07     all    6,02    0,00    2,51    0,13    0,00    0,38    0,00    0,00    0,00   90,98
17:23:07       0    4,04    0,00    4,04    0,00    0,00    1,01    0,00    0,00    0,00   90,91
17:23:07       1   21,00    0,00    4,00    0,00    0,00    1,00    0,00    0,00    0,00   74,00
17:23:07       2    5,00    0,00    3,00    0,00    0,00    0,00    0,00    0,00    0,00   92,00
17:23:07       3    4,95    0,00    1,98    0,00    0,00    0,99    0,00    0,00    0,00   92,08
17:23:07       4    1,00    0,00    2,00    1,00    0,00    0,00    0,00    0,00    0,00   96,00
17:23:07       5    4,00    0,00    3,00    0,00    0,00    0,00    0,00    0,00    0,00   93,00
17:23:07       6    4,04    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   94,95
17:23:07       7    4,04    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   94,95

17:23:07     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:23:08     all    4,16    0,00    1,89    0,13    0,00    0,38    0,00    0,00    0,00   93,44
17:23:08       0    1,01    0,00    2,02    0,00    0,00    0,00    0,00    0,00    0,00   96,97
17:23:08       1    2,04    0,00    1,02    0,00    0,00    0,00    0,00    0,00    0,00   96,94
17:23:08       2   24,24    0,00    3,03    0,00    0,00    1,01    0,00    0,00    0,00   71,72
17:23:08       3    1,02    0,00    2,04    0,00    0,00    0,00    0,00    0,00    0,00   96,94
17:23:08       4    1,02    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   98,98
17:23:08       5    2,94    0,00    3,92    0,98    0,00    0,98    0,00    0,00    0,00   91,18
17:23:08       6    0,00    0,00    2,00    0,00    0,00    1,00    0,00    0,00    0,00   97,00
17:23:08       7    1,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,98

17:23:08     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:23:09     all    4,55    0,00    1,77    0,25    0,00    0,25    0,00    0,00    0,00   93,18
17:23:09       0    2,02    0,00    1,01    0,00    0,00    1,01    0,00    0,00    0,00   95,96
17:23:09       1   19,00    0,00    3,00    0,00    0,00    1,00    0,00    0,00    0,00   77,00
17:23:09       2    2,00    0,00    1,00    1,00    0,00    0,00    0,00    0,00    0,00   96,00
17:23:09       3    2,04    0,00    1,02    1,02    0,00    0,00    0,00    0,00    0,00   95,92
17:23:09       4    6,12    0,00    3,06    0,00    0,00    0,00    0,00    0,00    0,00   90,82
17:23:09       5    2,02    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   94,95
17:23:09       6    2,00    0,00    2,00    0,00    0,00    0,00    0,00    0,00    0,00   96,00
17:23:09       7    1,02    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   98,98

17:23:09     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:23:10     all    4,79    0,00    2,52    0,25    0,00    0,50    0,00    0,00    0,00   91,94
17:23:10       0    3,03    0,00    2,02    0,00    0,00    1,01    0,00    0,00    0,00   93,94
17:23:10       1    1,00    0,00    3,00    0,00    0,00    1,00    0,00    0,00    0,00   95,00
17:23:10       2    3,06    0,00    1,02    0,00    0,00    1,02    0,00    0,00    0,00   94,90
17:23:10       3    2,00    0,00    3,00    2,00    0,00    0,00    0,00    0,00    0,00   93,00
17:23:10       4   23,23    0,00    4,04    0,00    0,00    1,01    0,00    0,00    0,00   71,72
17:23:10       5    1,01    0,00    2,02    0,00    0,00    0,00    0,00    0,00    0,00   96,97
17:23:10       6    1,01    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   95,96
17:23:10       7    4,00    0,00    2,00    0,00    0,00    0,00    0,00    0,00    0,00   94,00

17:23:10     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:23:11     all    6,56    0,00    4,29    0,13    0,00    0,38    0,00    0,00    0,00   88,65
17:23:11       0    5,00    0,00    3,00    0,00    0,00    1,00    0,00    0,00    0,00   91,00
