sample,elapsed_s,mem_total_mib,swpd_mib,free_mib,buff_mib,cache_mib,available_proxy_mib,used_including_cache_mib,used_including_cache_pct,used_without_buffer_cache_mib,used_without_buffer_cache_pct,swap_in_kib_s,swap_out_kib_s,context_switches_s,cpu_user_pct,cpu_system_pct,cpu_idle_pct,cpu_iowait_pct
144,143,24032.0,4.03515625,2131.66015625,393.51953125,19967.29296875,22492.47265625,21900.33984375,91.12990946966545,1539.52734375,6.406155724658788,0.0,0.0,2500.0,5.0,2.0,93.0,0.0
145,144,24032.0,4.03515625,2129.8203125,393.51953125,19967.33203125,22490.671875,21902.1796875,91.1375652775466,1541.328125,6.413648988848203,0.0,0.0,4047.0,5.0,3.0,92.0,0.0
146,145,24032.0,4.03515625,2126.73828125,393.51953125,19967.34765625,22487.60546875,21905.26171875,91.15038997482523,1544.39453125,6.426408668650133,0.0,0.0,2594.0,5.0,3.0,92.0,0.0
147,146,24032.0,4.03515625,2129.98046875,393.51953125,19967.4296875,22490.9296875,21902.01953125,91.13689884841045,1541.0703125,6.41257620048269,0.0,0.0,2044.0,4.0,2.0,94.0,0.0
148,147,24032.0,4.03515625,2128.08984375,393.51953125,19967.44140625,22489.05078125,21903.91015625,91.14476596309088,1542.94921875,6.420394552055593,0.0,0.0,3367.0,6.0,5.0,89.0,0.0
149,148,24032.0,4.03515625,2128.53515625,393.51953125,19967.51171875,22489.56640625,21903.46484375,91.142912965005,1542.43359375,6.418248975324567,0.0,0.0,2421.0,4.0,3.0,93.0,0.0
150,149,24032.0,4.03515625,2128.53515625,393.51953125,19967.51953125,22489.57421875,21903.46484375,91.142912965005,1542.42578125,6.418216466586219,0.0,0.0,2273.0,9.0,2.0,89.0,0.0
151,150,24032.0,4.03515625,2128.9453125,393.5234375,19967.55078125,22490.01953125,21903.0546875,91.14120625624167,1541.98046875,6.416363468500333,0.0,0.0,2456.0,4.0,2.0,93.0,0.0
152,151,24032.0,4.03515625,2128.9453125,393.5234375,19967.55859375,22490.02734375,21903.0546875,91.14120625624167,1541.97265625,6.416330959761984,0.0,0.0,2161.0,4.0,2.0,94.0,0.0
153,152,24032.0,4.03515625,2127.71484375,393.5234375,19967.59765625,22488.8359375,21904.28515625,91.14632638253163,1543.1640625,6.421288542360186,0.0,0.0,2651.0,6.0,3.0,91.0,0.0
154,153,24032.0,4.03515625,2132.91015625,393.5234375,19967.62109375,22494.0546875,21899.08984375,91.12470807152962,1537.9453125,6.399572705143143,0.0,0.0,2328.0,5.0,3.0,93.0,0.0
155,154,24032.0,4.03515625,2130.72265625,393.5234375,19967.64453125,22491.890625,21901.27734375,91.13381051826731,1540.109375,6.408577625665779,0.0,0.0,2334.0,5.0,2.0,93.0,0.0
