sample,epoch,target,port,ok,tcp_connect_ms,error
174,1780088399.3863869,PRIVATE_IP_022,502,1,3.903368,
175,1780088399.5905912,PRIVATE_IP_022,502,1,3.993148,
176,1780088399.7948148,PRIVATE_IP_022,502,1,3.977630,
177,1780088399.9986632,PRIVATE_IP_022,502,1,3.656659,
178,1780088400.2025688,PRIVATE_IP_022,502,1,3.639759,
179,1780088400.406733,PRIVATE_IP_022,502,1,3.976963,
180,1780088400.6105917,PRIVATE_IP_022,502,1,3.670606,
181,1780088400.8147583,PRIVATE_IP_022,502,1,4.007676,
182,1780088401.0195715,PRIVATE_IP_022,502,1,4.590812,
183,1780088401.2236366,PRIVATE_IP_022,502,1,3.857802,
184,1780088401.4277155,PRIVATE_IP_022,502,1,3.832202,
185,1780088401.6319885,PRIVATE_IP_022,502,1,4.072114,
186,1780088401.8355713,PRIVATE_IP_022,502,1,3.403914,
187,1780088402.0396285,PRIVATE_IP_022,502,1,3.863253,
188,1780088402.243376,PRIVATE_IP_022,502,1,3.610595,
189,1780088402.4477298,PRIVATE_IP_022,502,1,4.118298,
190,1780088402.6518207,PRIVATE_IP_022,502,1,3.926335,
191,1780088402.8559113,PRIVATE_IP_022,502,1,3.832648,
192,1780088403.0597975,PRIVATE_IP_022,502,1,3.717561,
193,1780088403.2636683,PRIVATE_IP_022,502,1,3.708759,
194,1780088403.4676037,PRIVATE_IP_022,502,1,3.677873,
195,1780088403.671863,PRIVATE_IP_022,502,1,4.054100,
196,1780088403.875902,PRIVATE_IP_022,502,1,3.805755,
197,1780088404.0798566,PRIVATE_IP_022,502,1,3.773899,
198,1780088404.2833862,PRIVATE_IP_022,502,1,3.419393,
199,1780088404.4876897,PRIVATE_IP_022,502,1,4.164160,
200,1780088404.691745,PRIVATE_IP_022,502,1,3.814774,
201,1780088404.8953989,PRIVATE_IP_022,502,1,3.505076,
202,1780088405.099529,PRIVATE_IP_022,502,1,3.882575,
203,1780088405.3023612,PRIVATE_IP_022,502,1,2.713563,
204,1780088405.5067558,PRIVATE_IP_022,502,1,4.174018,
205,1780088405.7105548,PRIVATE_IP_022,502,1,3.637267,
206,1780088405.9146802,PRIVATE_IP_022,502,1,3.976552,
207,1780088406.119005,PRIVATE_IP_022,502,1,4.010370,
208,1780088406.3221245,PRIVATE_IP_022,502,1,2.998204,
209,1780088406.5255642,PRIVATE_IP_022,502,1,3.186595,
210,1780088406.7297301,PRIVATE_IP_022,502,1,3.938626,
211,1780088406.9337065,PRIVATE_IP_022,502,1,3.797298,
212,1780088407.1373985,PRIVATE_IP_022,502,1,3.540268,
213,1780088407.3416297,PRIVATE_IP_022,502,1,4.030967,
214,1780088407.545602,PRIVATE_IP_022,502,1,3.848160,
215,1780088407.7497625,PRIVATE_IP_022,502,1,3.912862,
216,1780088407.953586,PRIVATE_IP_022,502,1,3.634431,
217,1780088408.1574507,PRIVATE_IP_022,502,1,3.540486,
218,1780088408.3615327,PRIVATE_IP_022,502,1,3.824016,
219,1780088408.5654988,PRIVATE_IP_022,502,1,3.744071,
220,1780088408.7696142,PRIVATE_IP_022,502,1,3.852740,
221,1780088408.9736276,PRIVATE_IP_022,502,1,3.832415,
222,1780088409.1775844,PRIVATE_IP_022,502,1,3.634388,
223,1780088409.381674,PRIVATE_IP_022,502,1,3.884443,
224,1780088409.5855935,PRIVATE_IP_022,502,1,3.671888,
225,1780088409.7894542,PRIVATE_IP_022,502,1,3.618535,
226,1780088409.9936085,PRIVATE_IP_022,502,1,3.930113,
227,1780088410.1977484,PRIVATE_IP_022,502,1,3.854524,
228,1780088410.4015765,PRIVATE_IP_022,502,1,3.672281,
229,1780088410.6057239,PRIVATE_IP_022,502,1,3.889173,
230,1780088410.8096147,PRIVATE_IP_022,502,1,3.638958,
231,1780088411.0135508,PRIVATE_IP_022,502,1,3.734909,
232,1780088411.2174377,PRIVATE_IP_022,502,1,3.711437,
233,1780088411.4215028,PRIVATE_IP_022,502,1,3.841046,
234,1780088411.6257854,PRIVATE_IP_022,502,1,4.083653,
235,1780088411.829907,PRIVATE_IP_022,502,1,3.909843,
236,1780088412.0336928,PRIVATE_IP_022,502,1,3.555035,
237,1780088412.2374945,PRIVATE_IP_022,502,1,3.605880,
238,1780088412.441999,PRIVATE_IP_022,502,1,4.221474,
239,1780088412.6456451,PRIVATE_IP_022,502,1,3.356370,
240,1780088412.849591,PRIVATE_IP_022,502,1,3.787254,
241,1780088413.0535269,PRIVATE_IP_022,502,1,3.691398,
242,1780088413.257359,PRIVATE_IP_022,502,1,3.588889,
243,1780088413.4618025,PRIVATE_IP_022,502,1,4.198918,
244,1780088413.6655977,PRIVATE_IP_022,502,1,3.552800,
245,1780088413.8697538,PRIVATE_IP_022,502,1,3.976372,
246,1780088414.0736215,PRIVATE_IP_022,502,1,3.612319,
247,1780088414.2773485,PRIVATE_IP_022,502,1,3.593986,
248,1780088414.4808156,PRIVATE_IP_022,502,1,3.276274,
249,1780088414.684765,PRIVATE_IP_022,502,1,3.651932,
250,1780088414.8893182,PRIVATE_IP_022,502,1,4.235950,
251,1780088415.0937355,PRIVATE_IP_022,502,1,4.130988,
252,1780088415.2973032,PRIVATE_IP_022,502,1,3.421846,
253,1780088415.5016406,PRIVATE_IP_022,502,1,3.906379,
254,1780088415.7055697,PRIVATE_IP_022,502,1,3.758841,
255,1780088415.90967,PRIVATE_IP_022,502,1,3.944416,
256,1780088416.11383,PRIVATE_IP_022,502,1,3.906565,
257,1780088416.3174453,PRIVATE_IP_022,502,1,3.451728,
258,1780088416.5218606,PRIVATE_IP_022,502,1,4.162996,
259,1780088416.725605,PRIVATE_IP_022,502,1,3.478431,
260,1780088416.929586,PRIVATE_IP_022,502,1,3.733643,
261,1780088417.1332667,PRIVATE_IP_022,502,1,3.483244,
262,1780088417.336532,PRIVATE_IP_022,502,1,3.090153,
263,1780088417.5406153,PRIVATE_IP_022,502,1,3.838320,
264,1780088417.7446668,PRIVATE_IP_022,502,1,3.860443,
265,1780088417.9485857,PRIVATE_IP_022,502,1,3.798093,
266,1780088418.1525223,PRIVATE_IP_022,502,1,3.783804,
267,1780088418.356643,PRIVATE_IP_022,502,1,3.952177,
268,1780088418.5606139,PRIVATE_IP_022,502,1,3.770391,
269,1780088418.7645247,PRIVATE_IP_022,502,1,3.682499,
270,1780088418.968586,PRIVATE_IP_022,502,1,3.872217,
271,1780088419.1715093,PRIVATE_IP_022,502,1,2.774615,
272,1780088419.3754866,PRIVATE_IP_022,502,1,3.828165,
273,1780088419.5794368,PRIVATE_IP_022,502,1,3.779803,
274,1780088419.7835648,PRIVATE_IP_022,502,1,3.939988,
275,1780088419.9876497,PRIVATE_IP_022,502,1,3.837065,
276,1780088420.1918826,PRIVATE_IP_022,502,1,4.056153,
277,1780088420.3958852,PRIVATE_IP_022,502,1,3.819834,
278,1780088420.5995023,PRIVATE_IP_022,502,1,3.381371,
279,1780088420.8036194,PRIVATE_IP_022,502,1,3.788419,
280,1780088421.0075827,PRIVATE_IP_022,502,1,3.685864,
281,1780088421.211586,PRIVATE_IP_022,502,1,3.813685,
282,1780088421.4153798,PRIVATE_IP_022,502,1,3.631914,
283,1780088421.6196535,PRIVATE_IP_022,502,1,4.124990,
284,1780088421.8232899,PRIVATE_IP_022,502,1,3.486561,
285,1780088422.0280306,PRIVATE_IP_022,502,1,4.522009,
286,1780088422.2324553,PRIVATE_IP_022,502,1,4.220911,
287,1780088422.4366252,PRIVATE_IP_022,502,1,3.882760,
288,1780088422.640713,PRIVATE_IP_022,502,1,3.798601,
289,1780088422.8444319,PRIVATE_IP_022,502,1,3.497716,
290,1780088423.0486934,PRIVATE_IP_022,502,1,4.035218,
291,1780088423.25237,PRIVATE_IP_022,502,1,3.531391,
292,1780088423.4568768,PRIVATE_IP_022,502,1,4.310001,
293,1780088423.6603405,PRIVATE_IP_022,502,1,3.294230,
294,1780088423.864797,PRIVATE_IP_022,502,1,4.209173,
295,1780088424.0686626,PRIVATE_IP_022,502,1,3.618639,
296,1780088424.2725105,PRIVATE_IP_022,502,1,3.685316,
297,1780088424.4765782,PRIVATE_IP_022,502,1,3.863764,
298,1780088424.6807427,PRIVATE_IP_022,502,1,3.918560,
299,1780088424.8849201,PRIVATE_IP_022,502,1,4.021648,
300,1780088425.0887194,PRIVATE_IP_022,502,1,3.580859,
301,1780088425.2936432,PRIVATE_IP_022,502,1,4.765459,
302,1780088425.4976504,PRIVATE_IP_022,502,1,3.727594,
303,1780088425.7018197,PRIVATE_IP_022,502,1,3.952720,
304,1780088425.9067042,PRIVATE_IP_022,502,1,4.671985,
305,1780088426.1103926,PRIVATE_IP_022,502,1,3.406155,
306,1780088426.3131332,PRIVATE_IP_022,502,1,2.607973,
307,1780088426.5176108,PRIVATE_IP_022,502,1,4.274567,
308,1780088426.7216675,PRIVATE_IP_022,502,1,3.836309,
309,1780088426.9258962,PRIVATE_IP_022,502,1,4.023183,
310,1780088427.129761,PRIVATE_IP_022,502,1,3.645558,
311,1780088427.3330264,PRIVATE_IP_022,502,1,3.135691,
312,1780088427.5368237,PRIVATE_IP_022,502,1,3.593933,
313,1780088427.7405367,PRIVATE_IP_022,502,1,3.517230,
314,1780088427.9444888,PRIVATE_IP_022,502,1,3.765399,
315,1780088428.1484907,PRIVATE_IP_022,502,1,3.814451,
316,1780088428.352535,PRIVATE_IP_022,502,1,3.801211,
317,1780088428.5567553,PRIVATE_IP_022,502,1,4.054815,
318,1780088428.760546,PRIVATE_IP_022,502,1,3.545222,
319,1780088428.9644895,PRIVATE_IP_022,502,1,3.747657,
320,1780088429.168443,PRIVATE_IP_022,502,1,3.781261,
321,1780088429.3725448,PRIVATE_IP_022,502,1,3.937422,
322,1780088429.5766206,PRIVATE_IP_022,502,1,3.881208,
323,1780088429.7806447,PRIVATE_IP_022,502,1,3.806667,
324,1780088429.9842734,PRIVATE_IP_022,502,1,3.466649,
325,1780088430.187557,PRIVATE_IP_022,502,1,3.096250,
326,1780088430.3916516,PRIVATE_IP_022,502,1,3.843049,
327,1780088430.5956278,PRIVATE_IP_022,502,1,3.787114,
328,1780088430.7996824,PRIVATE_IP_022,502,1,3.803373,
329,1780088431.0033839,PRIVATE_IP_022,502,1,3.555783,
330,1780088431.207513,PRIVATE_IP_022,502,1,3.930873,
331,1780088431.4115837,PRIVATE_IP_022,502,1,3.841264,
332,1780088431.6154544,PRIVATE_IP_022,502,1,3.654746,
333,1780088431.8194864,PRIVATE_IP_022,502,1,3.744451,
334,1780088432.0235844,PRIVATE_IP_022,502,1,3.941204,
335,1780088432.2274303,PRIVATE_IP_022,502,1,3.732171,
336,1780088432.432463,PRIVATE_IP_022,502,1,4.920185,
337,1780088432.6363952,PRIVATE_IP_022,502,1,3.704677,
338,1780088432.840554,PRIVATE_IP_022,502,1,3.995225,
339,1780088433.044318,PRIVATE_IP_022,502,1,3.534021,
340,1780088433.2483835,PRIVATE_IP_022,502,1,3.857631,
341,1780088433.4525723,PRIVATE_IP_022,502,1,4.009779,
342,1780088433.6565075,PRIVATE_IP_022,502,1,3.851001,
343,1780088433.860419,PRIVATE_IP_022,502,1,3.617349,
344,1780088434.0645545,PRIVATE_IP_022,502,1,3.914891,
345,1780088434.2682335,PRIVATE_IP_022,502,1,3.550116,
346,1780088434.472506,PRIVATE_IP_022,502,1,4.084366,
347,1780088434.6769161,PRIVATE_IP_022,502,1,4.098078,
348,1780088434.880733,PRIVATE_IP_022,502,1,3.614277,
349,1780088435.0845468,PRIVATE_IP_022,502,1,3.598138,
350,1780088435.2872074,PRIVATE_IP_022,502,1,2.535015,
351,1780088435.4916785,PRIVATE_IP_022,502,1,4.230501,
352,1780088435.6956003,PRIVATE_IP_022,502,1,3.698547,
353,1780088435.899505,PRIVATE_IP_022,502,1,3.711452,
354,1780088436.10343,PRIVATE_IP_022,502,1,3.768611,
355,1780088436.308289,PRIVATE_IP_022,502,1,4.702653,
356,1780088436.512477,PRIVATE_IP_022,502,1,3.974677,
357,1780088436.7175913,PRIVATE_IP_022,502,1,4.874507,
358,1780088436.921974,PRIVATE_IP_022,502,1,4.079401,
359,1780088437.125612,PRIVATE_IP_022,502,1,3.372054,
360,1780088437.3294306,PRIVATE_IP_022,502,1,3.666411,
361,1780088437.533512,PRIVATE_IP_022,502,1,3.922347,
362,1780088437.7375546,PRIVATE_IP_022,502,1,3.782691,
363,1780088437.9418519,PRIVATE_IP_022,502,1,4.088856,
364,1780088438.1452956,PRIVATE_IP_022,502,1,3.304587,
365,1780088438.3482077,PRIVATE_IP_022,502,1,2.798649,
366,1780088438.5525374,PRIVATE_IP_022,502,1,4.100376,
367,1780088438.756617,PRIVATE_IP_022,502,1,3.900331,
368,1780088438.9603672,PRIVATE_IP_022,502,1,3.600633,
369,1780088439.164476,PRIVATE_IP_022,502,1,3.926124,
370,1780088439.3683672,PRIVATE_IP_022,502,1,3.734068,
371,1780088439.572292,PRIVATE_IP_022,502,1,3.724913,
372,1780088439.776562,PRIVATE_IP_022,502,1,4.030598,
373,1780088439.980612,PRIVATE_IP_022,502,1,3.828198,
374,1780088440.183191,PRIVATE_IP_022,502,1,2.464053,
375,1780088440.3865037,PRIVATE_IP_022,502,1,3.059682,
376,1780088440.5903747,PRIVATE_IP_022,502,1,3.725349,
377,1780088440.7946365,PRIVATE_IP_022,502,1,4.067082,
378,1780088440.9987824,PRIVATE_IP_022,502,1,3.922881,
379,1780088441.2025464,PRIVATE_IP_022,502,1,3.517420,
380,1780088441.4065347,PRIVATE_IP_022,502,1,3.853874,
381,1780088441.6102393,PRIVATE_IP_022,502,1,3.572905,
382,1780088441.813366,PRIVATE_IP_022,502,1,2.986144,
383,1780088442.017573,PRIVATE_IP_022,502,1,4.021281,
384,1780088442.221614,PRIVATE_IP_022,502,1,3.848865,
385,1780088442.4256244,PRIVATE_IP_022,502,1,3.781661,
386,1780088442.6297746,PRIVATE_IP_022,502,1,3.846711,
387,1780088442.8336177,PRIVATE_IP_022,502,1,3.641608,
388,1780088443.0373611,PRIVATE_IP_022,502,1,3.591204,
389,1780088443.241723,PRIVATE_IP_022,502,1,4.139444,
390,1780088443.4461176,PRIVATE_IP_022,502,1,4.180341,
391,1780088443.6499882,PRIVATE_IP_022,502,1,3.627459,
392,1780088443.8535225,PRIVATE_IP_022,502,1,3.359937,
393,1780088444.0575976,PRIVATE_IP_022,502,1,3.863832,
394,1780088444.2610826,PRIVATE_IP_022,502,1,3.041511,
395,1780088444.4646552,PRIVATE_IP_022,502,1,3.303758,
396,1780088444.6686459,PRIVATE_IP_022,502,1,3.683822,
397,1780088444.8725202,PRIVATE_IP_022,502,1,3.688286,
398,1780088445.076575,PRIVATE_IP_022,502,1,3.842905,
399,1780088445.2802722,PRIVATE_IP_022,502,1,3.537095,
