Linux 6.8.0-55-generic (ubuntu) 	29/05/26 	_x86_64_	(8 CPU)

15:48:54     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:49:11       0    2,02    0,00    2,02    0,00    0,00    1,01    0,00    0,00    0,00   94,95
15:49:11       1    2,00    0,00    3,00    0,00    0,00    0,00    0,00    0,00    0,00   95,00
15:49:11       2    4,00    0,00    5,00    0,00    0,00    0,00    0,00    0,00    0,00   91,00
15:49:11       3    2,02    0,00    2,02    0,00    0,00    0,00    0,00    0,00    0,00   95,96
15:49:11       4    3,03    0,00    5,05    1,01    0,00    0,00    0,00    0,00    0,00   90,91
15:49:11       5    4,04    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   94,95
15:49:11       6    2,00    0,00    3,00    0,00    0,00    0,00    0,00    0,00    0,00   95,00
15:49:11       7    6,12    0,00    4,08    0,00    0,00    0,00    0,00    0,00    0,00   89,80

15:49:11     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:49:12     all    3,03    0,00    2,53    0,00    0,00    0,13    0,00    0,00    0,00   94,32
15:49:12       0    1,01    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   95,96
15:49:12       1    5,10    0,00    2,04    0,00    0,00    0,00    0,00    0,00    0,00   92,86
15:49:12       2    1,02    0,00    2,04    0,00    0,00    0,00    0,00    0,00    0,00   96,94
15:49:12       3    5,05    0,00    4,04    0,00    0,00    0,00    0,00    0,00    0,00   90,91
15:49:12       4    2,02    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,97
15:49:12       5    3,00    0,00    2,00    0,00    0,00    0,00    0,00    0,00    0,00   95,00
15:49:12       6    2,04    0,00    2,04    0,00    0,00    0,00    0,00    0,00    0,00   95,92
15:49:12       7    4,95    0,00    3,96    0,00    0,00    0,99    0,00    0,00    0,00   90,10

15:49:12     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:49:13     all    3,40    0,00    1,76    0,25    0,00    0,13    0,00    0,00    0,00   94,47
15:49:13       0    4,00    0,00    1,00    0,00    0,00    1,00    0,00    0,00    0,00   94,00
15:49:13       1    1,01    0,00    2,02    0,00    0,00    0,00    0,00    0,00    0,00   96,97
15:49:13       2    5,00    0,00    3,00    0,00    0,00    0,00    0,00    0,00    0,00   92,00
15:49:13       3    6,12    0,00    1,02    0,00    0,00    0,00    0,00    0,00    0,00   92,86
15:49:13       4    2,02    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,97
15:49:13       5    5,05    0,00    2,02    1,01    0,00    0,00    0,00    0,00    0,00   91,92
15:49:13       6    2,02    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,97
15:49:13       7    1,98    0,00    2,97    0,99    0,00    0,00    0,00    0,00    0,00   94,06

15:49:13     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:49:14     all    5,03    0,00    2,01    0,13    0,00    0,38    0,00    0,00    0,00   92,46
15:49:14       0    6,00    0,00    1,00    0,00    0,00    1,00    0,00    0,00    0,00   92,00
15:49:14       1    0,99    0,00    1,98    0,99    0,00    0,99    0,00    0,00    0,00   95,05
15:49:14       2    4,04    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   92,93
15:49:14       3   11,00    0,00    4,00    0,00    0,00    1,00    0,00    0,00    0,00   84,00
15:49:14       4    7,14    0,00    1,02    0,00    0,00    0,00    0,00    0,00    0,00   91,84
15:49:14       5    6,06    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   92,93
15:49:14       6    2,00    0,00    2,00    0,00    0,00    0,00    0,00    0,00    0,00   96,00
15:49:14       7    3,03    0,00    2,02    0,00    0,00    0,00    0,00    0,00    0,00   94,95

15:49:14     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:49:15     all    3,28    0,00    2,27    0,13    0,00    0,13    0,00    0,00    0,00   94,19
15:49:15       0    2,00    0,00    2,00    0,00    0,00    0,00    0,00    0,00    0,00   96,00
15:49:15       1    5,05    0,00    3,03    0,00    0,00    0,00    0,00    0,00    0,00   91,92
15:49:15       2    5,00    0,00    4,00    0,00    0,00    0,00    0,00    0,00    0,00   91,00
15:49:15       3    3,03    0,00    1,01    1,01    0,00    0,00    0,00    0,00    0,00   94,95
15:49:15       4    6,00    0,00    3,00    0,00    0,00    0,00    0,00    0,00    0,00   91,00
15:49:15       5    1,01    0,00    2,02    0,00    0,00    0,00    0,00    0,00    0,00   96,97
15:49:15       6    2,04    0,00    2,04    0,00    0,00    1,02    0,00    0,00    0,00   94,90
15:49:15       7    2,06    0,00    1,03    0,00    0,00    0,00    0,00    0,00    0,00   96,91

15:49:15     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
