Linux 6.8.0-55-generic (ubuntu) 	25/06/26 	_x86_64_	(8 CPU)

00:36:09        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
00:40:15        all      4,15      0,00      2,39      0,25      0,00      0,00      0,38      0,00      0,00     92,84
00:40:16        all      6,31      0,00      3,54      0,00      0,00      0,00      0,13      0,00      0,00     90,03
00:40:17        all     10,37      0,00      2,40      0,00      0,00      0,00      0,38      0,00      0,00     86,85
00:40:18        all      6,70      0,00      3,16      0,13      0,00      0,00      0,13      0,00      0,00     89,89
00:40:19        all      4,40      0,00      2,26      0,13      0,00      0,00      0,13      0,00      0,00     93,08
00:40:20        all      5,19      0,00      2,28      0,00      0,00      0,00      0,38      0,00      0,00     92,15
00:40:21        all      5,80      0,00      3,66      0,25      0,00      0,00      0,50      0,00      0,00     89,79
00:40:22        all      4,65      0,00      2,39      0,00      0,00      0,00      0,38      0,00      0,00     92,59
00:40:23        all      4,82      0,00      2,03      0,00      0,00      0,00      0,51      0,00      0,00     92,65
00:40:24        all      4,91      0,00      2,14      0,25      0,00      0,00      0,13      0,00      0,00     92,57
00:40:25        all      4,52      0,00      1,88      0,13      0,00      0,00      0,50      0,00      0,00     92,97
00:40:26        all      6,05      0,00      4,41      0,38      0,00      0,00      0,00      0,00      0,00     89,16
00:40:27        all      5,29      0,00      2,52      0,00      0,00      0,00      0,50      0,00      0,00     91,69
00:40:28        all      4,79      0,00      1,89      0,13      0,00      0,00      0,38      0,00      0,00     92,81
00:40:29        all     10,66      0,00      2,16      0,00      0,00      0,00      0,13      0,00      0,00     87,06
00:40:30        all      4,94      0,00      2,28      0,13      0,00      0,00      0,38      0,00      0,00     92,28
00:40:31        all      6,01      0,00      3,50      0,13      0,00      0,00      0,38      0,00      0,00     89,99
00:40:32        all      7,22      0,00      3,42      0,00      0,00      0,00      0,38      0,00      0,00     88,97
00:40:33        all      4,80      0,00      2,27      0,00      0,00      0,00      0,38      0,00      0,00     92,55
00:40:34        all      5,28      0,00      2,64      0,00      0,00      0,00      0,75      0,00      0,00     91,32
00:40:35        all      4,80      0,00      2,15      0,13      0,00      0,00      0,13      0,00      0,00     92,80
00:40:36        all      5,06      0,00      2,40      0,13      0,00      0,00      0,13      0,00      0,00     92,29
00:40:37        all      6,42      0,00      4,03      0,25      0,00      0,00      0,50      0,00      0,00     88,79
00:40:38        all      5,30      0,00      1,77      0,25      0,00      0,00      0,25      0,00      0,00     92,43
00:40:39        all      4,42      0,00      2,02      0,13      0,00      0,00      0,00      0,00      0,00     93,43
00:40:40        all      9,67      0,00      2,39      0,13      0,00      0,00      0,50      0,00      0,00     87,31
00:40:41        all      4,41      0,00      1,76      0,00      0,00      0,00      0,13      0,00      0,00     93,70
