procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   4132 1519004 420508 21003856    0    0     0    80 3309 2381  5  2 93  0  0  0
 0  0   4132 1513664 420508 21003884    0    0     0   412 3635 2659  6  3 91  0  0  0
 0  0   4132 1536016 420508 21003900    0    0     0   128 3146 2094  5  3 93  0  0  0
 0  0   4132 1520784 420508 21003944    0    0     0  1256 4444 3253  6  4 89  0  0  0
 0  0   4132 1525240 420508 21003984    0    0     0    76 3918 2898  6  3 91  0  0  0
 1  0   4132 1524488 420508 21004012    0    0     0   124 3207 2304  5  2 93  0  0  0
 5  0   4132 1522500 420508 21004024    0    0     0   256 3398 2263  7  2 90  0  0  0
 0  0   4132 1527204 420508 21004060    0    0     0   180 3789 2857  7  2 91  0  0  0
 1  0   4132 1523424 420508 21004080    0    0     0   260 2923 2124  4  2 94  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   4132 1527680 420508 21004124    0    0     0   256 4641 3317  7  4 89  0  0  0
 0  0   4132 1521184 420508 21004160    0    0     0    64 4902 4583  6  3 91  0  0  0
 0  0   4132 1529452 420508 21004188    0    0     0   128 3917 3027  6  2 92  0  0  0
 0  0   4132 1526964 420508 21004208    0    0     0   100 2993 2181  4  2 93  0  0  0
 0  0   4132 1522936 420508 21004248    0    0     0   476 3528 2567  5  2 93  0  0  0
 2  0   4132 1524844 420508 21004268    0    0     0  1252 6116 5293  7  6 87  0  0  0
