procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0   4132 1835568 420580 20819696    0    0     0   316 5511 6229  5  3 92  0  0  0
 1  0   4132 1845236 420580 20819708    0    0     0  1680 5926 5194  6  4 89  0  0  0
 2  0   4132 1853792 420580 20819736    0    0     0    88 3396 2388  4  3 93  0  0  0
 2  0   4132 1848788 420580 20819748    0    0     0   124 3247 2289  5  2 92  0  0  0
 1  0   4132 1846984 420580 20819764    0    0     0    88 3050 2182  5  2 93  0  0  0
 5  0   4132 1844540 420580 20819772    0    0     0   128 3131 2207  4  2 93  0  0  0
 1  0   4132 1843280 420580 20819800    0    0     0   280 4063 2959  6  4 90  0  0  0
 1  0   4132 1842316 420580 20819808    0    0     0   836 3396 2238  4  3 93  0  0  0
 1  0   4132 1850776 420580 20819820    0    0     0    84 3177 2344  4  2 94  0  0  0
 1  0   4132 1847032 420580 20819832    0    0     0   112 3323 2338  5  2 93  0  0  0
 1  0   4132 1849580 420580 20819840    0    0     0   100 3551 2257  9  2 89  0  0  0
 1  0   4132 1843816 420580 20819984    0    0     0   696 4782 3876  7  5 89  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0   4132 1849832 420580 20819992    0    0     0    88 3217 2243  5  2 93  0  0  0
 1  0   4132 1856444 420580 20820028    0    0     0   120 4932 4329  6  3 90  0  0  0
 0  0   4132 1857720 420580 20820040    0    0     0    72 2879 2072  4  2 94  0  0  0
 1  0   4132 1854728 420580 20820052    0    0     0   164 3377 2564  5  3 92  0  0  0
 2  0   4132 1852964 420580 20820060    0    0     0   964 3332 2248  4  3 93  0  0  0
 1  0   4132 1849700 420580 20820092    0    0     0   112 4275 3089  6  4 90  0  0  0
 1  0   4132 1856000 420580 20820108    0    0     0    80 3166 2217  5  2 93  0  0  0
 1  0   4132 1852532 420580 20820124    0    0     0   112 3086 2205  4  2 93  0  0  0
 0  0   4132 1854644 420580 20820136    0    0     0    96 3246 2363  4  3 93  0  0  0
 0  0   4132 1849104 420580 20820152    0    0     0   496 3939 2745 10  3 87  0  0  0
 0  0   4132 1859836 420580 20820164    0    0     0  1020 4533 3011  6  4 90  0  0  0
 1  0   4132 1852596 420580 20820200    0    0     0   124 4942 4351  6  4 90  0  0  0
 0  0   4132 1851832 420580 20820200    0    0     0    80 3191 2375  4  2 93  0  0  0
 0  0   4132 1847604 420580 20820228    0    0     0   204 3638 2623  6  3 91  0  0  0
 1  0   4132 1853904 420584 20820224    0    0     0   180 2867 1933  4  2 93  0  0  0
 0  0   4132 1845628 420584 20820256    0    0     0   312 6041 5668  8  5 87  0  0  0
 0  0   4132 1853760 420584 20820256    0    0     0   840 3573 2346  5  3 92  0  0  0
 2  0   4132 1852280 420584 20820288    0    0     0   120 3320 2376  5  2 93  0  0  0
 2  0   4132 1847748 420584 20820288    0    0     0   124 5480 5869  6  3 90  0  0  0
 1  0   4132 1843916 420584 20820312    0    0     0   200 6355 7037  7  3 90  0  0  0
 0  0   4132 1849328 420584 20820324    0    0     0   404 4321 3181  6  4 89  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   4132 1847796 420584 20820352    0    0     0   120 3733 2461 10  3 87  0  0  0
 0  0   4132 1854404 420584 20820352    0    0     0    88 3273 2252  5  3 93  0  0  0
 0  0   4132 1851692 420584 20820388    0    0     0   148 3189 2418  5  2 93  0  0  0
 2  0   4132 1861612 420584 20820388    0    0     0   116 3069 2084  4  2 93  0  0  0
 2  0   4132 1855568 420584 20820424    0    0     0  1100 3806 2725  5  3 92  0  0  0
 0  0   4132 1860244 420584 20820428    0    0     0    88 4529 3130  7  4 89  0  0  0
 0  0   4132 1851740 420584 20820460    0    0     0   120 4707 4925  6  3 91  0  0  0
 3  0   4132 1853920 420584 20820460    0    0     0   120 3018 2132  4  2 94  0  0  0
 1  0   4132 1851680 420584 20820484    0    0     0   116 3119 2275  4  2 94  0  0  0
 0  0   4132 1859548 420584 20820488    0    0     0   280 3070 2293  4  2 94  0  0  0
 0  0   4132 1844964 420584 20820516    0    0     0  1068 7427 8229  8  5 87  0  0  0
 0  0   4132 1850580 420584 20820516    0    0     0    84 3444 2406  5  2 92  0  0  0
 1  0   4132 1842576 420584 20820536    0    0     0   168 4162 3221 10  3 87  0  0  0
 0  0   4132 1857480 420584 20820536    0    0     0    84 3101 2253  5  2 93  0  0  0
 0  0   4132 1861092 420584 20820568    0    0     0   512 3424 2304  5  2 93  0  0  0
 0  0   4132 1861976 420584 20820580    0    0     0   892 4506 3125  6  4 90  0  0  0
 0  0   4132 1859564 420584 20820596    0    0     0   268 3552 2576  5  3 92  0  0  0
 0  0   4132 1860408 420584 20820596    0    0     0   116 3072 2089  4  2 93  0  0  0
 0  0   4132 1856884 420584 20820620    0    0     0   124 3554 2525  5  3 92  0  0  0
 1  0   4132 1864396 420588 20820632    0    0     0   176 3101 2119  5  2 93  0  0  0
 1  0   4132 1852640 420588 20820688    0    0     0   400 5615 5122  7  5 89  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   4132 1859380 420588 20820688    0    0     0   676 3352 2348  5  2 93  0  0  0
 0  0   4132 1855532 420588 20820692    0    0     0   148 4025 2749  9  3 88  0  0  0
 0  0   4132 1855760 420588 20820716    0    0     0   108 3157 2114  5  2 93  0  0  0
 0  0   4132 1849964 420592 20820724    0    0     0   212 3344 2295  5  2 93  0  0  0
 1  0   4132 1855032 420592 20820756    0    0     0   336 3189 2191  4  3 93  0  0  0
 1  0   4132 1852768 420592 20820760    0    0     0   112 4470 3213  6  4 90  0  0  0
 0  0   4132 1848856 420592 20820788    0    0     0   128 5694 5887  6  3 90  0  0  0
 0  0   4132 1848848 420592 20820808    0    0     0   124 4659 4346  6  3 92  0  0  0
 0  0   4132 1847280 420592 20820808    0    0     0   176 3085 2221  4  2 94  0  0  0
 0  0   4132 1843528 420592 20820844    0    0     0   844 3545 2383  5  3 92  0  0  0
 0  0   4132 1853648 420592 20820848    0    0     0   276 4362 3046  6  4 90  0  0  0
 0  0   4132 1850908 420592 20820872    0    0     0   164 3864 3293  6  3 91  0  0  0
 0  0   4132 1854936 420592 20820872    0    0     0   112 3523 2212  9  2 89  0  0  0
 0  0   4132 1851692 420596 20820896    0    0     0   216 4640 4852  6  3 91  0  0  0
 1  0   4132 1868476 420596 20820904    0    0     0    80 3140 2076  5  2 93  0  0  0
 0  0   4132 1857440 420596 20820940    0    0     0  1080 4895 3267  7  5 88  0  0  0
 0  0   4132 1867792 420596 20820956    0    0     0   128 3330 2334  5  3 93  0  0  0
 0  0   4132 1864264 420596 20820960    0    0     0   124 3268 2290  5  2 93  0  0  0
 0  0   4132 1856752 420596 20820984    0    0     0    72 3097 2251  4  2 94  0  0  0
 0  0   4132 1850236 420600 20820996    0    0     0   216 5015 4358  6  3 90  0  0  0
 1  0   4132 1850556 420600 20821020    0    0     0  1064 4270 2851  6  4 90  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0   4132 1849044 420600 20821016    0    0     0   152 7224 9534  6  4 90  0  0  0
 0  0   4132 1861376 420600 20821052    0    0     0   116 3404 2395  5  3 92  0  0  0
 1  0   4132 1858680 420600 20821052    0    0     0   104 3518 2353  9  2 89  0  0  0
 1  0   4132 1859212 420600 20821068    0    0     0    80 2885 1965  4  2 94  0  0  0
 2  0   4132 1857452 420600 20821080    0    0     0   324 3542 2593  5  3 92  0  0  0
 0  0   4132 1865604 420600 20821244    0    0     0   952 4266 2950  6  4 91  0  0  0
 0  0   4132 1863088 420600 20821252    0    0     0   116 3259 2302  5  3 92  0  0  0
 0  0   4132 1860344 420600 20821268    0    0     0    80 3014 2089  4  2 94  0  0  0
 0  0   4132 1855064 420600 20821272    0    0     0   260 4845 4330  6  3 91  0  0  0
