Linux 6.8.0-55-generic (ubuntu) 	24/06/26 	_x86_64_	(8 CPU)

16:03:31        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
16:05:02        all      8,83      0,00      1,89      0,13      0,00      0,00      0,25      0,00      0,00     88,90
16:05:03        all      4,06      0,00      2,15      0,13      0,00      0,00      0,00      0,00      0,00     93,66
16:05:04        all      4,77      0,00      1,76      0,13      0,00      0,00      0,25      0,00      0,00     93,10
16:05:05        all      5,96      0,00      3,68      0,13      0,00      0,00      0,38      0,00      0,00     89,86
16:05:06        all      4,91      0,00      2,14      0,00      0,00      0,00      0,38      0,00      0,00     92,57
16:05:07        all      4,30      0,00      2,03      0,13      0,00      0,00      0,13      0,00      0,00     93,42
16:05:08        all      5,56      0,00      2,78      0,13      0,00      0,00      0,25      0,00      0,00     91,28
16:05:09        all      4,16      0,00      1,64      0,00      0,00      0,00      0,25      0,00      0,00     93,95
16:05:10        all      5,81      0,00      3,54      0,25      0,00      0,00      0,13      0,00      0,00     90,28
16:05:11        all      3,90      0,00      1,89      0,13      0,00      0,00      0,38      0,00      0,00     93,70
16:05:12        all      4,77      0,00      1,51      0,13      0,00      0,00      0,25      0,00      0,00     93,34
16:05:13        all      8,61      0,00      1,90      0,13      0,00      0,00      0,00      0,00      0,00     89,37
16:05:14        all      4,27      0,00      1,63      0,00      0,00      0,00      0,63      0,00      0,00     93,47
16:05:15        all      5,68      0,00      3,66      0,00      0,00      0,00      0,13      0,00      0,00     90,53
16:05:16        all      6,42      0,00      3,15      0,00      0,00      0,00      0,25      0,00      0,00     90,18
16:05:17        all      4,29      0,00      1,89      0,13      0,00      0,00      0,13      0,00      0,00     93,56
16:05:18        all      5,70      0,00      2,91      0,13      0,00      0,00      0,38      0,00      0,00     90,89
16:05:19        all      3,88      0,00      1,88      0,25      0,00      0,00      0,38      0,00      0,00     93,61
16:05:20        all      4,68      0,00      1,65      0,13      0,00      0,00      0,25      0,00      0,00     93,29
16:05:21        all      6,04      0,00      4,03      0,13      0,00      0,00      0,13      0,00      0,00     89,69
16:05:22        all      5,04      0,00      2,65      0,25      0,00      0,00      0,13      0,00      0,00     91,93
16:05:23        all      4,29      0,00      2,02      0,00      0,00      0,00      0,38      0,00      0,00     93,32
16:05:24        all      8,95      0,00      2,40      0,00      0,00      0,00      0,50      0,00      0,00     88,15
16:05:25        all      5,42      0,00      2,65      0,13      0,00      0,00      0,25      0,00      0,00     91,55
16:05:26        all      6,20      0,00      3,54      0,38      0,00      0,00      0,13      0,00      0,00     89,75
16:05:27        all      4,42      0,00      2,27      0,00      0,00      0,00      0,38      0,00      0,00     92,93
16:05:28        all      5,16      0,00      2,14      0,13      0,00      0,00      0,25      0,00      0,00     92,33
16:05:29        all      4,64      0,13      2,01      0,00      0,00      0,00      0,38      0,00      0,00     92,85
16:05:30        all      4,04      0,00      1,89      0,13      0,00      0,00      0,25      0,00      0,00     93,69
16:05:31        all      5,82      0,00      3,42      0,13      0,00      0,00      0,25      0,00      0,00     90,38
16:05:32        all      4,42      0,00      2,65      0,13      0,00      0,00      0,13      0,00      0,00     92,67
16:05:33        all      4,16      0,00      1,89      0,00      0,00      0,00      0,25      0,00      0,00     93,70
16:05:34        all      4,79      0,00      2,27      0,25      0,00      0,00      0,00      0,00      0,00     92,69
