api,rtt_ms
PRIVATE_IP_021,12.245178
PRIVATE_IP_021,7.800817
PRIVATE_IP_021,6.760120
PRIVATE_IP_021,9.243011
PRIVATE_IP_021,8.384943
PRIVATE_IP_021,5.608082
PRIVATE_IP_021,6.142139
PRIVATE_IP_021,5.296946
PRIVATE_IP_021,6.396055
PRIVATE_IP_021,9.743929
PRIVATE_IP_021,4.464149
PRIVATE_IP_021,15.722036
PRIVATE_IP_021,6.968021
PRIVATE_IP_021,5.895138
PRIVATE_IP_021,9.818077
PRIVATE_IP_021,4.631996
PRIVATE_IP_021,4.306078
PRIVATE_IP_021,7.076979
PRIVATE_IP_021,5.283117
PRIVATE_IP_021,13.634920
PRIVATE_IP_021,5.748987
PRIVATE_IP_021,5.638838
PRIVATE_IP_021,8.340120
PRIVATE_IP_021,4.466057
PRIVATE_IP_021,6.464958
PRIVATE_IP_021,9.927988
PRIVATE_IP_021,5.678177
PRIVATE_IP_021,11.893988
PRIVATE_IP_021,4.643917
PRIVATE_IP_021,5.975962
PRIVATE_IP_021,5.673885
PRIVATE_IP_021,7.191896
PRIVATE_IP_021,5.971909
PRIVATE_IP_021,6.469011
PRIVATE_IP_021,8.240938
PRIVATE_IP_021,8.746147
PRIVATE_IP_021,7.390976
PRIVATE_IP_021,6.722927
PRIVATE_IP_021,10.431051
PRIVATE_IP_021,4.281998
PRIVATE_IP_021,4.937172
PRIVATE_IP_021,6.595850
PRIVATE_IP_021,7.922888
PRIVATE_IP_021,4.548073
PRIVATE_IP_021,5.350113
PRIVATE_IP_021,8.081913
PRIVATE_IP_021,9.742022
PRIVATE_IP_021,5.010843
PRIVATE_IP_021,5.411863
PRIVATE_IP_021,5.974054
PRIVATE_IP_021,4.952908
PRIVATE_IP_021,6.518126
PRIVATE_IP_021,4.848003
PRIVATE_IP_021,7.345915
PRIVATE_IP_021,10.271788
PRIVATE_IP_021,6.882906
PRIVATE_IP_021,5.151987
PRIVATE_IP_021,6.874084
PRIVATE_IP_021,6.148100
PRIVATE_IP_021,5.440950
PRIVATE_IP_021,4.731894
PRIVATE_IP_021,4.797935
PRIVATE_IP_021,8.502960
PRIVATE_IP_021,4.574060
PRIVATE_IP_021,3.326893
PRIVATE_IP_021,4.104137
PRIVATE_IP_021,6.273031
PRIVATE_IP_021,6.206036
PRIVATE_IP_021,9.508133
PRIVATE_IP_021,4.931927
PRIVATE_IP_021,8.882999
PRIVATE_IP_021,6.842136
PRIVATE_IP_021,4.024982
PRIVATE_IP_021,8.619070
PRIVATE_IP_021,4.392147
PRIVATE_IP_021,6.693125
PRIVATE_IP_021,4.267931
PRIVATE_IP_021,6.496906
PRIVATE_IP_021,8.306980
PRIVATE_IP_021,4.954100
PRIVATE_IP_021,4.617214
PRIVATE_IP_021,11.986017
PRIVATE_IP_021,8.558989
PRIVATE_IP_021,9.578943
PRIVATE_IP_021,5.656004
PRIVATE_IP_021,5.325079
PRIVATE_IP_021,6.438017
PRIVATE_IP_021,7.092953
PRIVATE_IP_021,4.250050
PRIVATE_IP_021,5.436897
PRIVATE_IP_021,9.610176
PRIVATE_IP_021,9.568930
PRIVATE_IP_021,4.501104
PRIVATE_IP_021,6.908894
PRIVATE_IP_021,6.488085
PRIVATE_IP_021,4.099131
PRIVATE_IP_021,5.305052
PRIVATE_IP_021,4.817009
PRIVATE_IP_021,4.910946
PRIVATE_IP_021,11.750937
PRIVATE_IP_021,6.979227
PRIVATE_IP_021,4.696131
PRIVATE_IP_021,8.047104
PRIVATE_IP_021,6.288052
PRIVATE_IP_021,5.406857
PRIVATE_IP_021,5.724192
PRIVATE_IP_021,6.428957
PRIVATE_IP_021,7.080078
PRIVATE_IP_021,5.297899
PRIVATE_IP_021,6.076097
PRIVATE_IP_021,4.432917
PRIVATE_IP_021,4.200220
PRIVATE_IP_021,4.091978
PRIVATE_IP_021,4.903793
