api,signature,cycle_ms
PRIVATE_IP_021,FC3_addr97_qty1,1997.994900
PRIVATE_IP_021,FC3_addr0_qty86,1000.463963
PRIVATE_IP_021,FC3_addr94_qty86,1002.834082
PRIVATE_IP_021,FC3_addr94_qty75,1998.857975
PRIVATE_IP_021,FC3_addr0_qty86,1000.289202
PRIVATE_IP_021,FC3_addr94_qty86,999.094963
PRIVATE_IP_021,FC3_addr0_qty75,2000.532866
PRIVATE_IP_021,FC3_addr3_qty1,2005.087852
PRIVATE_IP_021,FC3_addr97_qty1,2006.011963
PRIVATE_IP_021,FC3_addr0_qty86,1002.789021
PRIVATE_IP_021,FC3_addr94_qty86,1003.193855
PRIVATE_IP_021,FC3_addr94_qty75,1999.952078
PRIVATE_IP_021,FC3_addr0_qty86,1001.681805
PRIVATE_IP_021,FC3_addr94_qty86,1004.544020
PRIVATE_IP_021,FC3_addr0_qty75,2003.885984
PRIVATE_IP_021,FC3_addr3_qty1,2002.038956
PRIVATE_IP_021,FC3_addr97_qty1,1999.445915
PRIVATE_IP_021,FC3_addr0_qty86,1001.409054
PRIVATE_IP_021,FC3_addr94_qty86,997.030973
PRIVATE_IP_021,FC3_addr94_qty75,2003.401995
PRIVATE_IP_021,FC3_addr0_qty86,998.131037
PRIVATE_IP_021,FC3_addr94_qty86,1002.470016
PRIVATE_IP_021,FC3_addr0_qty75,2011.423111
PRIVATE_IP_021,FC3_addr3_qty1,2010.356188
PRIVATE_IP_021,FC3_addr97_qty1,2008.323193
PRIVATE_IP_021,FC3_addr0_qty86,999.312878
PRIVATE_IP_021,FC3_addr94_qty86,995.798111
PRIVATE_IP_021,FC3_addr94_qty75,1998.808146
PRIVATE_IP_021,FC3_addr0_qty86,1001.427174
PRIVATE_IP_021,FC3_addr94_qty86,999.881029
PRIVATE_IP_021,FC3_addr0_qty75,1990.350008
PRIVATE_IP_021,FC3_addr3_qty1,1990.712881
PRIVATE_IP_021,FC3_addr97_qty1,1993.011951
PRIVATE_IP_021,FC3_addr0_qty86,1001.028061
PRIVATE_IP_021,FC3_addr94_qty86,1002.573013
PRIVATE_IP_021,FC3_addr94_qty75,1998.879910
PRIVATE_IP_021,FC3_addr0_qty86,1000.175953
PRIVATE_IP_021,FC3_addr94_qty86,1003.391027
PRIVATE_IP_021,FC3_addr0_qty75,2002.558947
PRIVATE_IP_021,FC3_addr3_qty1,2002.774000
PRIVATE_IP_021,FC3_addr97_qty1,2004.921913
PRIVATE_IP_021,FC3_addr0_qty86,1001.668930
PRIVATE_IP_021,FC3_addr94_qty86,998.697996
PRIVATE_IP_021,FC3_addr94_qty75,2001.317978
